Id,Clean_Status__c,Delete_Reason__c,In_HubSpot_Not_Inclusion_List__c,Sync_Status__c
0032A00002az0j0QAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0jVQAQ,Archive,Old Record - Low Activity,false,Not Synced
0032A00002az0jqQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0jsQAA,Delete,No Email or Phone,false,Not Synced
0032A00002az0jyQAA,Delete,No Email or Phone,false,Not Synced
0032A00002az0kMQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0krQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0kuQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0kxQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0m8QAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0mLQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0mNQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0mPQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0mUQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0mbQAA,Delete,No Email or Phone,false,Not Synced
0032A00002az0mzQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0n1QAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0nHQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0nRQAQ,Delete,No Email or Phone,false,Not Synced
0032A00002az0nZQAQ,Delete,No Email or Phone,false,Not Synced
0032A00002az0nbQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0nuQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0nwQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0nzQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0oYQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0ooQAA,Delete,No Email or Phone,false,Not Synced
0032A00002az0orQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0phQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0q4QAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0qAQAQ,Delete,Inactive 3+ Years,false,Not Synced
0032A00002az0qIQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0qdQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0qtQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0qvQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0qwQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0r2QAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0rNQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0rRQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0rZQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0rcQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0rlQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0rmQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0ryQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0s5QAA,Duplicate,Master: 0033j000049GglmAAC,false,Not Synced
0032A00002az0s8QAA,Delete,Inactive 3+ Years,false,Not Synced
0032A00002az0sHQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0sMQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0sYQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0saQAA,Archive,Old Record - Low Activity,false,Not Synced
0032A00002az0stQAA,Duplicate,Master: 0033j00004B1plLAAR,false,Not Synced
0032A00002az0t6QAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0tIQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0tPQAQ,Duplicate,Master: 003Rh00000WOMMlIAP,false,Not Synced
0032A00002az0tQQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0tZQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0txQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0uTQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0uaQAA,Duplicate,Master: 0033j00003wOUeoAAG,false,Not Synced
0032A00002az0ucQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0ufQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0ugQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0uyQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0uzQAA,Delete,No Email or Phone,false,Not Synced
0032A00002az0vIQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0vQQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0vXQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0vYQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0vjQAA,Delete,Inactive 3+ Years,false,Not Synced
0032A00002az0vwQAA,Delete,No Email or Phone,false,Not Synced
0032A00002az0wBQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0wIQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0wJQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0wTQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0waQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002az0wtQAA,Delete,No Activity 3+ Years,false,Not Synced
