Id,Clean_Status__c,Delete_Reason__c,In_HubSpot_Not_Inclusion_List__c,Sync_Status__c
003Rh00000EoHaHIAV,Delete,"No Email or Phone",false,Not Synced
003Rh00000EoHiLIAV,Delete,"No Email or Phone",false,Not Synced
003Rh00000EoHjxIAF,Delete,"No Email or Phone",false,Not Synced
003Rh00000EoHyUIAV,Delete,"No Email or Phone",false,Not Synced
003Rh00000EoI06IAF,Delete,"No Email or Phone",false,Not Synced
003Rh00000EoI89IAF,Delete,"No Email or Phone",false,Not Synced
003Rh00000EoIJRIA3,Delete,"No Email or Phone",false,Not Synced
003Rh00000EoIPtIAN,Delete,"No Email or Phone",false,Not Synced
003Rh00000EoIZZIA3,Delete,"No Email or Phone",false,Not Synced
003Rh00000EoIhdIAF,Delete,"No Email or Phone",false,Not Synced
003Rh00000EoImTIAV,Delete,"No Email or Phone",false,Not Synced
003Rh00000EoMjgIAF,Duplicate,"Master: 003Rh000002owvmIAA",false,Not Synced
003Rh00000EoqUwIAJ,Review,"Missing Critical Info",false,Not Synced
003Rh00000EpLaFIAV,Duplicate,"Master: 003Rh00000EoyfNIAR",false,Not Synced
003Rh00000EpLaGIAV,Duplicate,"Master: 003Rh00000EoyfNIAR",false,Not Synced
003Rh00000EqsLZIAZ,OK,"",false,2025-09-20T18:43:34.000+0000
003Rh00000EqsQoIAJ,OK,"",false,2025-09-20T18:43:34.000+0000
003Rh00000EqsT7IAJ,OK,"",false,2025-09-20T18:43:39.000+0000
003Rh00000Eqt4bIAB,OK,"",false,2025-09-20T18:43:55.000+0000
003Rh00000EquyPIAR,OK,"",false,2025-09-20T18:45:00.000+0000
003Rh00000EtspKIAR,Duplicate,"Master: 0033j00004B1owyAAB",false,Not Synced
003Rh00000EyKgYIAV,Review,"Missing Critical Info",false,Not Synced
003Rh00000EyXVhIAN,Duplicate,"Master: 0032A00002ayydbQAA",false,Not Synced
003Rh00000F2bMIIAZ,Duplicate,"Master: 003Rh00000F2h8KIAR",false,Not Synced
003Rh00000F3PHTIA3,Delete,"No Email or Phone",false,Not Synced
003Rh00000F3eGRIAZ,Duplicate,"Master: 0033j00004B1wuOAAR",false,Not Synced
003Rh00000FEZzmIAH,Delete,"No Email or Phone",false,Not Synced
003Rh00000FEj4fIAD,Delete,"No Email or Phone",false,Not Synced
003Rh00000FEnppIAD,Delete,"No Email or Phone",false,Not Synced
003Rh00000FF9wpIAD,Delete,"No Email or Phone",false,Not Synced
003Rh00000FFDdpIAH,Delete,"No Email or Phone",false,Not Synced
003Rh00000FGRmoIAH,Duplicate,"Master: 003Rh00000FGRmnIAH",false,Not Synced
003Rh00000FGRmpIAH,Duplicate,"Master: 003Rh00000FGRmnIAH",false,Not Synced
003Rh00000FGSuBIAX,Duplicate,"Master: 0033j00004B1qsnAAB",false,Not Synced
003Rh00000FJuPNIA1,Duplicate,"Master: 003Rh00000FJuPMIA1",false,Not Synced
003Rh00000FOLx9IAH,Duplicate,"Master: 0032A00002az3gTQAQ",false,Not Synced
003Rh00000FONZAIA5,Duplicate,"Master: 0032A00002az3gTQAQ",false,Not Synced
003Rh00000FOQlXIAX,Duplicate,"Master: 0032A00002az3gTQAQ",false,Not Synced
003Rh00000FOUUAIA5,Duplicate,"Master: 0032A00002az3gTQAQ",false,Not Synced
003Rh00000FPm0rIAD,Delete,"No Email or Phone",false,Not Synced
