Id,Clean_Status__c,Delete_Reason__c,In_HubSpot_Not_Inclusion_List__c,Sync_Status__c
0033j00004B1u4wAAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u4xAAB,Duplicate,"Master: 0033j00003wPNgFAAW",false,Not Synced
0033j00004B1u4yAAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u50AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u51AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u52AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u53AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u54AAB,Duplicate,"Master: 0033j00003wPO7qAAG",false,Not Synced
0033j00004B1u55AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u56AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u57AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u58AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u59AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u5AAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u5BAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u5CAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u5DAAR,OK,"",false,Not Synced
0033j00004B1u5EAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u5FAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u5GAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u5HAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u5IAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u5JAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u5KAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u5LAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u5MAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u5NAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u5OAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u5PAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u5QAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u5RAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u71AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u72AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u73AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u74AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u75AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u76AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u77AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u78AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u79AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7AAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7BAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7CAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7DAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7EAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7FAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7GAAR,OK,"",false,Not Synced
0033j00004B1u7HAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7IAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7JAAR,OK,"",false,Not Synced
0033j00004B1u7KAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7LAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7MAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7NAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7OAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7PAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7QAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7RAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7SAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7TAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7UAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7VAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7WAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7XAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7YAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7ZAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7cAAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7dAAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7eAAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7fAAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7gAAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7hAAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7iAAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7jAAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7kAAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7lAAB,Delete,"Inactive 3+ Years",false,Not Synced
0033j00004B1u7mAAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7nAAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7oAAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7pAAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7qAAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7rAAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7sAAB,Delete,"Inactive 3+ Years",false,Not Synced
0033j00004B1u7tAAB,Delete,"Inactive 3+ Years",false,Not Synced
0033j00004B1u7uAAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7vAAB,Delete,"Inactive 3+ Years",false,Not Synced
0033j00004B1u7wAAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7xAAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7yAAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u7zAAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u80AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u81AAB,Duplicate,"Master: 0033j00003wPOsNAAW",false,Not Synced
0033j00004B1u82AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u83AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u84AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u85AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u86AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u87AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u88AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u89AAB,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8AAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8BAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8CAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8DAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8EAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8FAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8GAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8HAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8IAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8JAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8KAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8LAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8MAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8NAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8OAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8PAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8QAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8RAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8SAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8TAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8VAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8WAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8XAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8YAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1u8ZAAR,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uA3AAJ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uA4AAJ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uA5AAJ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uA6AAJ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uA7AAJ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uA8AAJ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uA9AAJ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uAAAAZ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uABAAZ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uACAAZ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uADAAZ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uAEAAZ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uAFAAZ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uAGAAZ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uAHAAZ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uAIAAZ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uAJAAZ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uAKAAZ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uALAAZ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uAMAAZ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uANAAZ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uAOAAZ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uAPAAZ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uAQAAZ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uARAAZ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uASAAZ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uATAAZ,Delete,"No Email or Phone",false,Not Synced
0033j00004B1uAUAAZ,Delete,"No Email or Phone",false,Not Synced
