Id,Delete_Reason__c
0032A00002aznn4QAA,No Activity 3+ Years
0032A00002aznn7QAA,No Activity 3+ Years
0032A00002aznnAQAQ,No Activity 3+ Years
0032A00002aznnCQAQ,No Activity 3+ Years
0032A00002aznnGQAQ,No Activity 3+ Years
0032A00002aznnJQAQ,No Activity 3+ Years
0032A00002aznnKQAQ,No Activity 3+ Years
0032A00002aznnMQAQ,No Activity 3+ Years
0032A00002aznnNQAQ,No Activity 3+ Years
0032A00002aznnQQAQ,No Activity 3+ Years
0032A00002aznnUQAQ,No Activity 3+ Years
0032A00002aznnYQAQ,No Activity 3+ Years
0032A00002aznngQAA,No Activity 3+ Years
0032A00002aznnhQAA,No Activity 3+ Years
0032A00002aznniQAA,No Activity 3+ Years
0032A00002aznnnQAA,No Activity 3+ Years
0032A00002aznnpQAA,No Activity 3+ Years
0032A00002aznnrQAA,No Activity 3+ Years
0032A00002aznnsQAA,No Activity 3+ Years
0032A00002aznnwQAA,No Activity 3+ Years
0032A00002aznnyQAA,No Activity 3+ Years
0032A00002azno0QAA,No Activity 3+ Years
0032A00002azno6QAA,No Activity 3+ Years
0032A00002aznoAQAQ,No Activity 3+ Years
0032A00002aznoDQAQ,No Activity 3+ Years
0032A00002aznoFQAQ,No Activity 3+ Years
0032A00002aznoHQAQ,No Activity 3+ Years
0032A00002aznoIQAQ,No Activity 3+ Years
0032A00002aznoOQAQ,No Activity 3+ Years
0032A00002aznoPQAQ,No Activity 3+ Years
0032A00002aznoTQAQ,No Activity 3+ Years
0032A00002aznoUQAQ,No Activity 3+ Years
0032A00002aznoYQAQ,No Activity 3+ Years
0032A00002aznoZQAQ,No Activity 3+ Years
0032A00002aznoaQAA,No Activity 3+ Years
0032A00002aznocQAA,No Activity 3+ Years
0032A00002aznoiQAA,No Activity 3+ Years
0032A00002aznomQAA,No Activity 3+ Years
0032A00002aznonQAA,No Activity 3+ Years
0032A00002aznopQAA,No Activity 3+ Years
0032A00002aznotQAA,No Activity 3+ Years
0032A00002aznoxQAA,No Activity 3+ Years
0032A00002aznoyQAA,No Activity 3+ Years
0032A00002aznozQAA,No Activity 3+ Years
0032A00002aznp6QAA,No Activity 3+ Years
0032A00002aznp8QAA,No Activity 3+ Years
0032A00002aznpCQAQ,No Activity 3+ Years
0032A00002aznpGQAQ,No Activity 3+ Years
0032A00002aznpJQAQ,No Activity 3+ Years
0032A00002aznpKQAQ,No Activity 3+ Years
0032A00002aznpOQAQ,No Activity 3+ Years
0032A00002aznpPQAQ,No Activity 3+ Years
0032A00002aznpSQAQ,No Activity 3+ Years
0032A00002aznpTQAQ,No Activity 3+ Years
0032A00002aznpZQAQ,No Activity 3+ Years
0032A00002aznpfQAA,No Activity 3+ Years
0032A00002aznpiQAA,No Activity 3+ Years
0032A00002aznpkQAA,No Activity 3+ Years
0032A00002aznpnQAA,No Activity 3+ Years
0032A00002aznpqQAA,No Activity 3+ Years
0032A00002aznpsQAA,No Activity 3+ Years
0032A00002aznpuQAA,No Activity 3+ Years
0032A00002aznpyQAA,No Activity 3+ Years
0032A00002aznq1QAA,No Activity 3+ Years
0032A00002aznq3QAA,No Activity 3+ Years
0032A00002aznq4QAA,No Activity 3+ Years
0032A00002aznqBQAQ,No Activity 3+ Years
0032A00002aznqCQAQ,No Activity 3+ Years
0032A00002aznqGQAQ,No Activity 3+ Years
0032A00002aznqKQAQ,No Activity 3+ Years
0032A00002aznqMQAQ,No Activity 3+ Years
0032A00002aznqNQAQ,No Activity 3+ Years
0032A00002aznqPQAQ,No Activity 3+ Years
0032A00002aznqQQAQ,No Activity 3+ Years
0032A00002aznqRQAQ,No Activity 3+ Years
0032A00002aznqTQAQ,No Activity 3+ Years
0032A00002aznqUQAQ,No Activity 3+ Years
0032A00002aznqWQAQ,No Activity 3+ Years
0032A00002aznqXQAQ,No Activity 3+ Years
0032A00002aznqYQAQ,No Activity 3+ Years
0032A00002aznqaQAA,No Activity 3+ Years
0032A00002aznqdQAA,No Activity 3+ Years
0032A00002aznqfQAA,No Activity 3+ Years
0032A00002aznqiQAA,No Activity 3+ Years
0032A00002aznqjQAA,No Activity 3+ Years
0032A00002aznqqQAA,No Activity 3+ Years
0032A00002aznr1QAA,No Activity 3+ Years
0032A00002aznr5QAA,No Activity 3+ Years
0032A00002aznr6QAA,No Activity 3+ Years
0032A00002aznr9QAA,No Activity 3+ Years
0032A00002aznrAQAQ,No Activity 3+ Years
0032A00002aznrEQAQ,No Activity 3+ Years
0032A00002aznrKQAQ,No Activity 3+ Years
0032A00002aznrLQAQ,No Activity 3+ Years
0032A00002aznrMQAQ,No Activity 3+ Years
0032A00002aznrPQAQ,No Activity 3+ Years
0032A00002aznrQQAQ,No Activity 3+ Years
0032A00002aznraQAA,No Activity 3+ Years
0032A00002aznrbQAA,No Activity 3+ Years
0032A00002aznrcQAA,No Activity 3+ Years
0032A00002aznreQAA,No Activity 3+ Years
0032A00002aznrmQAA,Inactive 3+ Years
0032A00002aznrtQAA,No Activity 3+ Years
0032A00002aznruQAA,No Activity 3+ Years
0032A00002aznrwQAA,No Activity 3+ Years
0032A00002aznrxQAA,No Activity 3+ Years
0032A00002azns1QAA,No Activity 3+ Years
0032A00002azns2QAA,No Activity 3+ Years
0032A00002azns4QAA,No Activity 3+ Years
0032A00002azns5QAA,No Activity 3+ Years
0032A00002aznsDQAQ,No Activity 3+ Years
0032A00002aznsEQAQ,No Activity 3+ Years
0032A00002aznsFQAQ,No Activity 3+ Years
0032A00002aznsHQAQ,No Activity 3+ Years
0032A00002aznsKQAQ,No Activity 3+ Years
0032A00002aznsRQAQ,No Activity 3+ Years
0032A00002aznsVQAQ,No Activity 3+ Years
0032A00002aznsWQAQ,No Activity 3+ Years
0032A00002aznsYQAQ,No Activity 3+ Years
0032A00002aznsZQAQ,No Activity 3+ Years
0032A00002aznsbQAA,No Activity 3+ Years
0032A00002aznseQAA,No Activity 3+ Years
0032A00002aznsfQAA,No Activity 3+ Years
0032A00002aznsgQAA,No Activity 3+ Years
0032A00002aznsmQAA,No Activity 3+ Years
0032A00002aznssQAA,No Activity 3+ Years
0032A00002aznsuQAA,No Activity 3+ Years
0032A00002aznt0QAA,No Activity 3+ Years
0032A00002aznt1QAA,Inactive 3+ Years
0032A00002aznt4QAA,No Activity 3+ Years
0032A00002aznt8QAA,No Activity 3+ Years
0032A00002aznt9QAA,No Activity 3+ Years
0032A00002azntGQAQ,No Activity 3+ Years
0032A00002azntMQAQ,No Activity 3+ Years
0032A00002azntOQAQ,No Activity 3+ Years
0032A00002azntPQAQ,No Activity 3+ Years
0032A00002azntQQAQ,No Activity 3+ Years
0032A00002azntSQAQ,No Activity 3+ Years
0032A00002azntWQAQ,No Activity 3+ Years
0032A00002azntXQAQ,No Activity 3+ Years
0032A00002azntZQAQ,No Activity 3+ Years
0032A00002azntbQAA,No Activity 3+ Years
0032A00002azntdQAA,No Activity 3+ Years
0032A00002aznthQAA,No Activity 3+ Years
0032A00002azntjQAA,Inactive 3+ Years
0032A00002azntmQAA,No Activity 3+ Years
0032A00002azntqQAA,No Activity 3+ Years
0032A00002azntrQAA,No Activity 3+ Years
0032A00002azntvQAA,No Activity 3+ Years
0032A00002azntwQAA,No Activity 3+ Years
0032A00002azntxQAA,No Activity 3+ Years
0032A00002aznu1QAA,No Activity 3+ Years
0032A00002aznu2QAA,No Activity 3+ Years
0032A00002aznu3QAA,No Activity 3+ Years
0032A00002aznu7QAA,No Activity 3+ Years
0032A00002aznu8QAA,No Activity 3+ Years
0032A00002aznuAQAQ,No Activity 3+ Years
0032A00002aznuGQAQ,No Activity 3+ Years
0032A00002aznuHQAQ,No Activity 3+ Years
0032A00002aznuJQAQ,No Activity 3+ Years
0032A00002aznuKQAQ,No Activity 3+ Years
0032A00002aznuOQAQ,No Activity 3+ Years
0032A00002aznuPQAQ,No Activity 3+ Years
0032A00002aznuQQAQ,No Activity 3+ Years
0032A00002aznuRQAQ,No Activity 3+ Years
0032A00002aznuSQAQ,No Activity 3+ Years
0032A00002aznuUQAQ,No Activity 3+ Years
0032A00002aznuVQAQ,No Activity 3+ Years
0032A00002aznuWQAQ,No Activity 3+ Years
0032A00002aznuXQAQ,No Activity 3+ Years
0032A00002aznuZQAQ,No Activity 3+ Years
0032A00002aznubQAA,No Activity 3+ Years
0032A00002aznugQAA,No Activity 3+ Years
0032A00002aznuiQAA,No Activity 3+ Years
0032A00002aznujQAA,No Activity 3+ Years
0032A00002aznuqQAA,No Activity 3+ Years
0032A00002aznuvQAA,No Activity 3+ Years
0032A00002aznuwQAA,No Activity 3+ Years
0032A00002aznuzQAA,No Activity 3+ Years
0032A00002aznv1QAA,No Activity 3+ Years
0032A00002aznv2QAA,No Activity 3+ Years
0032A00002aznv6QAA,No Activity 3+ Years
0032A00002aznv8QAA,No Activity 3+ Years
0032A00002aznvKQAQ,No Activity 3+ Years
0032A00002aznvMQAQ,No Activity 3+ Years
0032A00002aznvPQAQ,No Activity 3+ Years
0032A00002aznvQQAQ,No Activity 3+ Years
0032A00002aznvTQAQ,No Activity 3+ Years
0032A00002aznvUQAQ,No Activity 3+ Years
0032A00002aznvVQAQ,No Activity 3+ Years
0032A00002aznvZQAQ,No Activity 3+ Years
0032A00002aznvaQAA,No Activity 3+ Years
0032A00002aznveQAA,No Activity 3+ Years
0032A00002aznvfQAA,No Activity 3+ Years
0032A00002aznvhQAA,No Activity 3+ Years
0032A00002aznvjQAA,No Activity 3+ Years
0032A00002aznvmQAA,No Activity 3+ Years
0032A00002aznvoQAA,No Activity 3+ Years
0032A00002aznvtQAA,No Activity 3+ Years
0032A00002aznvuQAA,No Activity 3+ Years
0032A00002aznvvQAA,No Activity 3+ Years
0032A00002aznvwQAA,No Activity 3+ Years
0032A00002aznvxQAA,No Activity 3+ Years
0032A00002aznvzQAA,No Activity 3+ Years
0032A00002aznw5QAA,No Activity 3+ Years
0032A00002aznw8QAA,No Activity 3+ Years
0032A00002aznwBQAQ,No Activity 3+ Years
0032A00002aznwDQAQ,No Activity 3+ Years
0032A00002aznwEQAQ,No Activity 3+ Years
0032A00002aznwFQAQ,No Activity 3+ Years
0032A00002aznwGQAQ,No Activity 3+ Years
0032A00002aznwHQAQ,No Activity 3+ Years
0032A00002aznwMQAQ,No Activity 3+ Years
0032A00002aznwOQAQ,No Activity 3+ Years
0032A00002aznwRQAQ,No Activity 3+ Years
0032A00002aznwSQAQ,No Activity 3+ Years
0032A00002aznwUQAQ,No Activity 3+ Years
0032A00002aznwYQAQ,No Activity 3+ Years
0032A00002aznwbQAA,No Activity 3+ Years
0032A00002aznweQAA,No Activity 3+ Years
0032A00002aznwlQAA,No Activity 3+ Years
0032A00002aznwoQAA,No Activity 3+ Years
0032A00002aznwqQAA,No Activity 3+ Years
0032A00002aznwrQAA,No Activity 3+ Years
0032A00002aznx0QAA,No Activity 3+ Years
0032A00002aznx3QAA,No Activity 3+ Years
0032A00002aznx5QAA,No Activity 3+ Years
0032A00002aznx6QAA,No Activity 3+ Years
0032A00002aznxCQAQ,No Activity 3+ Years
0032A00002aznxDQAQ,No Activity 3+ Years
0032A00002aznxEQAQ,No Activity 3+ Years
0032A00002aznxFQAQ,No Activity 3+ Years
0032A00002aznxGQAQ,No Activity 3+ Years
0032A00002aznxJQAQ,No Activity 3+ Years
0032A00002aznxMQAQ,No Activity 3+ Years
0032A00002aznxOQAQ,No Activity 3+ Years
0032A00002aznxXQAQ,No Activity 3+ Years
0032A00002aznxbQAA,No Activity 3+ Years
0032A00002aznxeQAA,No Activity 3+ Years
0032A00002aznxiQAA,No Activity 3+ Years
0032A00002aznxlQAA,No Activity 3+ Years
0032A00002aznxqQAA,No Activity 3+ Years
0032A00002aznxsQAA,No Activity 3+ Years
0032A00002aznxwQAA,No Activity 3+ Years
0032A00002aznxyQAA,No Activity 3+ Years
0032A00002azny4QAA,No Activity 3+ Years
0032A00002azny7QAA,No Activity 3+ Years
0032A00002aznyAQAQ,No Activity 3+ Years
0032A00002aznyBQAQ,No Activity 3+ Years
0032A00002aznyCQAQ,No Activity 3+ Years
0032A00002aznyDQAQ,No Activity 3+ Years
0032A00002aznyEQAQ,No Activity 3+ Years
0032A00002aznyFQAQ,No Activity 3+ Years
0032A00002aznyIQAQ,No Activity 3+ Years
0032A00002aznyOQAQ,No Activity 3+ Years
0032A00002aznyPQAQ,No Activity 3+ Years
0032A00002aznyQQAQ,No Activity 3+ Years
0032A00002aznyUQAQ,No Activity 3+ Years
0032A00002aznyWQAQ,No Activity 3+ Years
0032A00002aznybQAA,No Activity 3+ Years
0032A00002aznydQAA,No Activity 3+ Years
0032A00002aznyjQAA,No Activity 3+ Years
0032A00002aznykQAA,No Activity 3+ Years
0032A00002aznylQAA,No Activity 3+ Years
0032A00002aznypQAA,No Activity 3+ Years
0032A00002aznyrQAA,No Activity 3+ Years
0032A00002aznysQAA,No Activity 3+ Years
0032A00002aznytQAA,No Activity 3+ Years
0032A00002aznyvQAA,No Activity 3+ Years
0032A00002aznyxQAA,No Activity 3+ Years
0032A00002aznz3QAA,No Activity 3+ Years
0032A00002aznz7QAA,No Activity 3+ Years
0032A00002aznz8QAA,No Activity 3+ Years
0032A00002aznzCQAQ,No Activity 3+ Years
0032A00002aznzDQAQ,No Activity 3+ Years
0032A00002aznzEQAQ,No Activity 3+ Years
0032A00002aznzFQAQ,No Activity 3+ Years
0032A00002aznzPQAQ,No Activity 3+ Years
0032A00002aznzRQAQ,No Activity 3+ Years
0032A00002aznzTQAQ,No Activity 3+ Years
0032A00002aznzbQAA,No Activity 3+ Years
0032A00002aznzeQAA,No Activity 3+ Years
0032A00002aznzfQAA,No Activity 3+ Years
0032A00002aznzgQAA,No Activity 3+ Years
0032A00002aznzlQAA,No Activity 3+ Years
0032A00002aznzmQAA,No Activity 3+ Years
0032A00002aznznQAA,No Activity 3+ Years
0032A00002aznzpQAA,No Activity 3+ Years
0032A00002aznztQAA,No Activity 3+ Years
0032A00002aznzuQAA,No Activity 3+ Years
0032A00002aznzvQAA,No Activity 3+ Years
0032A00002azo00QAA,No Activity 3+ Years
0032A00002azo01QAA,No Activity 3+ Years
0032A00002azo04QAA,Inactive 3+ Years
0032A00002azo08QAA,No Activity 3+ Years
0032A00002azo09QAA,No Activity 3+ Years
0032A00002azo0BQAQ,No Activity 3+ Years
0032A00002azo0EQAQ,No Activity 3+ Years
0032A00002azo0JQAQ,No Activity 3+ Years
0032A00002azo0KQAQ,No Activity 3+ Years
0032A00002azo0OQAQ,No Activity 3+ Years
0032A00002azo0TQAQ,No Activity 3+ Years
0032A00002azo0UQAQ,No Activity 3+ Years
0032A00002azo0VQAQ,No Activity 3+ Years
0032A00002azo0XQAQ,No Activity 3+ Years
0032A00002azo0YQAQ,No Activity 3+ Years
0032A00002azo0ZQAQ,No Activity 3+ Years
0032A00002azo0bQAA,No Activity 3+ Years
0032A00002azo0pQAA,No Activity 3+ Years
0032A00002azo0qQAA,No Activity 3+ Years
0032A00002azo0rQAA,No Activity 3+ Years
0032A00002azo0wQAA,No Activity 3+ Years
0032A00002azo0xQAA,No Activity 3+ Years
0032A00002azo14QAA,No Activity 3+ Years
0032A00002azo16QAA,No Activity 3+ Years
0032A00002azo18QAA,No Activity 3+ Years
0032A00002azo1AQAQ,No Activity 3+ Years
0032A00002azo1BQAQ,No Activity 3+ Years
0032A00002azo1EQAQ,No Activity 3+ Years
0032A00002azo1FQAQ,No Activity 3+ Years
0032A00002azo1GQAQ,No Activity 3+ Years
0032A00002azo1HQAQ,No Activity 3+ Years
0032A00002azo1VQAQ,No Activity 3+ Years
0032A00002azo1ZQAQ,No Activity 3+ Years
0032A00002azo1aQAA,No Activity 3+ Years
