"sf__Id","sf__Created",Id,Clean_Status__c,Delete_Reason__c,In_HubSpot_Not_Inclusion_List__c,Sync_Status__c
"0032A00002azr2eQAA","false","0032A00002azr2eQAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azr2tQAA","false","0032A00002azr2tQAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azr3cQAA","false","0032A00002azr3cQAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azr3iQAA","false","0032A00002azr3iQAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azr3lQAA","false","0032A00002azr3lQAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azr3vQAA","false","0032A00002azr3vQAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azr4QQAQ","false","0032A00002azr4QQAQ","Delete","No Email or Phone","false","Not Synced"
"0032A00002azr4oQAA","false","0032A00002azr4oQAA","Delete","No Email or Phone","false","Not Synced"
"0032A00002azr55QAA","false","0032A00002azr55QAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azr5CQAQ","false","0032A00002azr5CQAQ","Delete","No Email or Phone","false","Not Synced"
"0032A00002azr5pQAA","false","0032A00002azr5pQAA","Delete","No Email or Phone","false","Not Synced"
"0032A00002azr65QAA","false","0032A00002azr65QAA","Archive","Old Inactive Contact","false","Not Synced"
"0032A00002azr69QAA","false","0032A00002azr69QAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azr6CQAQ","false","0032A00002azr6CQAQ","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azr6cQAA","false","0032A00002azr6cQAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azr6kQAA","false","0032A00002azr6kQAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azr7BQAQ","false","0032A00002azr7BQAQ","Delete","No Email or Phone","false","Not Synced"
"0032A00002azr7DQAQ","false","0032A00002azr7DQAQ","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azr7dQAA","false","0032A00002azr7dQAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azr7qQAA","false","0032A00002azr7qQAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azr97QAA","false","0032A00002azr97QAA","Delete","No Email or Phone","false","Not Synced"
"0032A00002azr9GQAQ","false","0032A00002azr9GQAQ","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrAGQAY","false","0032A00002azrAGQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrAJQAY","false","0032A00002azrAJQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrBZQAY","false","0032A00002azrBZQAY","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrC6QAI","false","0032A00002azrC6QAI","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrCmQAI","false","0032A00002azrCmQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrCnQAI","false","0032A00002azrCnQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrCqQAI","false","0032A00002azrCqQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrDkQAI","false","0032A00002azrDkQAI","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrE7QAI","false","0032A00002azrE7QAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrEAQAY","false","0032A00002azrEAQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrElQAI","false","0032A00002azrElQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrF1QAI","false","0032A00002azrF1QAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrFSQAY","false","0032A00002azrFSQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrFUQAY","false","0032A00002azrFUQAY","Delete","Inactive 3+ Years","false","Not Synced"
"0032A00002azrFXQAY","false","0032A00002azrFXQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrFbQAI","false","0032A00002azrFbQAI","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrFkQAI","false","0032A00002azrFkQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrFuQAI","false","0032A00002azrFuQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrG9QAI","false","0032A00002azrG9QAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrGxQAI","false","0032A00002azrGxQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrHBQAY","false","0032A00002azrHBQAY","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrHIQAY","false","0032A00002azrHIQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrHUQAY","false","0032A00002azrHUQAY","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrI1QAI","false","0032A00002azrI1QAI","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrI7QAI","false","0032A00002azrI7QAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrIZQAY","false","0032A00002azrIZQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrIcQAI","false","0032A00002azrIcQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrIfQAI","false","0032A00002azrIfQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrIhQAI","false","0032A00002azrIhQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrJNQAY","false","0032A00002azrJNQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrJaQAI","false","0032A00002azrJaQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrJpQAI","false","0032A00002azrJpQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrJuQAI","false","0032A00002azrJuQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrK0QAI","false","0032A00002azrK0QAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrKVQAY","false","0032A00002azrKVQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrKdQAI","false","0032A00002azrKdQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrKkQAI","false","0032A00002azrKkQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrKnQAI","false","0032A00002azrKnQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrKpQAI","false","0032A00002azrKpQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrKrQAI","false","0032A00002azrKrQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrLIQAY","false","0032A00002azrLIQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrLPQAY","false","0032A00002azrLPQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrMDQAY","false","0032A00002azrMDQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrMIQAY","false","0032A00002azrMIQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrNqQAI","false","0032A00002azrNqQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrQ6QAI","false","0032A00002azrQ6QAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrQLQAY","false","0032A00002azrQLQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrRFQAY","false","0032A00002azrRFQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrRoQAI","false","0032A00002azrRoQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrRsQAI","false","0032A00002azrRsQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrSZQAY","false","0032A00002azrSZQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrTPQAY","false","0032A00002azrTPQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrUGQAY","false","0032A00002azrUGQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrUNQAY","false","0032A00002azrUNQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrUZQAY","false","0032A00002azrUZQAY","Archive","Old Inactive Contact","false","Not Synced"
"0032A00002azrUmQAI","false","0032A00002azrUmQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrV7QAI","false","0032A00002azrV7QAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrVBQAY","false","0032A00002azrVBQAY","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrVUQAY","false","0032A00002azrVUQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrVaQAI","false","0032A00002azrVaQAI","Archive","Old Inactive Contact","false","Not Synced"
"0032A00002azrW7QAI","false","0032A00002azrW7QAI","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrWTQAY","false","0032A00002azrWTQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrWnQAI","false","0032A00002azrWnQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrWoQAI","false","0032A00002azrWoQAI","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrX6QAI","false","0032A00002azrX6QAI","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrXgQAI","false","0032A00002azrXgQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrXhQAI","false","0032A00002azrXhQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrXjQAI","false","0032A00002azrXjQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrXzQAI","false","0032A00002azrXzQAI","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrY2QAI","false","0032A00002azrY2QAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrYCQAY","false","0032A00002azrYCQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrYjQAI","false","0032A00002azrYjQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrZaQAI","false","0032A00002azrZaQAI","Delete","No Email or Phone","false","Not Synced"
"0032A00002azra5QAA","false","0032A00002azra5QAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azraSQAQ","false","0032A00002azraSQAQ","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrafQAA","false","0032A00002azrafQAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azralQAA","false","0032A00002azralQAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azraxQAA","false","0032A00002azraxQAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrbGQAQ","false","0032A00002azrbGQAQ","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrbJQAQ","false","0032A00002azrbJQAQ","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrc0QAA","false","0032A00002azrc0QAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrc2QAA","false","0032A00002azrc2QAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrdPQAQ","false","0032A00002azrdPQAQ","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrdaQAA","false","0032A00002azrdaQAA","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrdwQAA","false","0032A00002azrdwQAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azreBQAQ","false","0032A00002azreBQAQ","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrfYQAQ","false","0032A00002azrfYQAQ","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrfcQAA","false","0032A00002azrfcQAA","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrfnQAA","false","0032A00002azrfnQAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrg2QAA","false","0032A00002azrg2QAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrg4QAA","false","0032A00002azrg4QAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrgVQAQ","false","0032A00002azrgVQAQ","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrghQAA","false","0032A00002azrghQAA","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrh2QAA","false","0032A00002azrh2QAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrhlQAA","false","0032A00002azrhlQAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrhnQAA","false","0032A00002azrhnQAA","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrjNQAQ","false","0032A00002azrjNQAQ","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrjrQAA","false","0032A00002azrjrQAA","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrjyQAA","false","0032A00002azrjyQAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrkUQAQ","false","0032A00002azrkUQAQ","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrkZQAQ","false","0032A00002azrkZQAQ","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrkaQAA","false","0032A00002azrkaQAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrm7QAA","false","0032A00002azrm7QAA","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrmFQAQ","false","0032A00002azrmFQAQ","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrmPQAQ","false","0032A00002azrmPQAQ","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrmUQAQ","false","0032A00002azrmUQAQ","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrmcQAA","false","0032A00002azrmcQAA","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrn3QAA","false","0032A00002azrn3QAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrnhQAA","false","0032A00002azrnhQAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrnjQAA","false","0032A00002azrnjQAA","Archive","Old Inactive Contact","false","Not Synced"
"0032A00002azrnoQAA","false","0032A00002azrnoQAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azroOQAQ","false","0032A00002azroOQAQ","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrpeQAA","false","0032A00002azrpeQAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002azrpfQAA","false","0032A00002azrpfQAA","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrppQAA","false","0032A00002azrppQAA","Delete","No Email or Phone","false","Not Synced"
"0032A00002azrq5QAA","false","0032A00002azrq5QAA","Delete","No Email or Phone","false","Not Synced"
"0032A00002b1QFxQAM","false","0032A00002b1QFxQAM","Delete","No Email or Phone","false","Not Synced"
"0032A00002bOhIRQA0","false","0032A00002bOhIRQA0","Delete","No Email or Phone","false","Not Synced"
"0032A00002c7GMpQAM","false","0032A00002c7GMpQAM","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002c7Gi7QAE","false","0032A00002c7Gi7QAE","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002c9ClrQAE","false","0032A00002c9ClrQAE","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002cFk53QAC","false","0032A00002cFk53QAC","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002cFlFTQA0","false","0032A00002cFlFTQA0","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002cFmdRQAS","false","0032A00002cFmdRQAS","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002cFmjfQAC","false","0032A00002cFmjfQAC","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002cGNN1QAO","false","0032A00002cGNN1QAO","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002cGQSIQA4","false","0032A00002cGQSIQA4","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002cGQWjQAO","false","0032A00002cGQWjQAO","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002cJXC2QAO","false","0032A00002cJXC2QAO","Delete","No Email or Phone","false","Not Synced"
"0032A00002cJk3kQAC","false","0032A00002cJk3kQAC","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002cJmp1QAC","false","0032A00002cJmp1QAC","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002cQwuzQAC","false","0032A00002cQwuzQAC","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002co1ZqQAI","false","0032A00002co1ZqQAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002d4zjjQAA","false","0032A00002d4zjjQAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002d5Z0XQAU","false","0032A00002d5Z0XQAU","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002d6J15QAE","false","0032A00002d6J15QAE","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002d6T9tQAE","false","0032A00002d6T9tQAE","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002d88M0QAI","false","0032A00002d88M0QAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002dUDlnQAG","false","0032A00002dUDlnQAG","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002dUDloQAG","false","0032A00002dUDloQAG","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002dUDlsQAG","false","0032A00002dUDlsQAG","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002dUDm1QAG","false","0032A00002dUDm1QAG","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002dUDm4QAG","false","0032A00002dUDm4QAG","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002dUDm5QAG","false","0032A00002dUDm5QAG","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002dUDm9QAG","false","0032A00002dUDm9QAG","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002dUDmFQAW","false","0032A00002dUDmFQAW","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002dkLWYQA2","false","0032A00002dkLWYQA2","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002e22iFQAQ","false","0032A00002e22iFQAQ","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002e2StUQAU","false","0032A00002e2StUQAU","Delete","No Email or Phone","false","Not Synced"
"0032A00002e9VCnQAM","false","0032A00002e9VCnQAM","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002e9WA4QAM","false","0032A00002e9WA4QAM","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002edLgWQAU","false","0032A00002edLgWQAU","Delete","No Email or Phone","false","Not Synced"
"0032A00002eeCQbQAM","false","0032A00002eeCQbQAM","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002eogq3QAA","false","0032A00002eogq3QAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002ezL79QAE","false","0032A00002ezL79QAE","Delete","No Email or Phone","false","Not Synced"
"0032A00002f1asaQAA","false","0032A00002f1asaQAA","Delete","No Email or Phone","false","Not Synced"
"0032A00002fAM7wQAG","false","0032A00002fAM7wQAG","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002fZ31EQAS","false","0032A00002fZ31EQAS","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002gHkCWQA0","false","0032A00002gHkCWQA0","OK","","false","Not Synced"
"0032A00002gbgAiQAI","false","0032A00002gbgAiQAI","Delete","No Email or Phone","false","Not Synced"
"0032A00002h34b7QAA","false","0032A00002h34b7QAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002ipP2fQAE","false","0032A00002ipP2fQAE","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002kLtNsQAK","false","0032A00002kLtNsQAK","Delete","No Email or Phone","false","Not Synced"
"0032A00002ooFORQA2","false","0032A00002ooFORQA2","Delete","No Email or Phone","false","Not Synced"
"0032A00002opGH9QAM","false","0032A00002opGH9QAM","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002qMiinQAC","false","0032A00002qMiinQAC","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002s6720QAA","false","0032A00002s6720QAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002s98klQAA","false","0032A00002s98klQAA","Delete","No Email or Phone","false","Not Synced"
"0032A00002s9IYbQAM","false","0032A00002s9IYbQAM","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002s9W5dQAE","false","0032A00002s9W5dQAE","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002tB33fQAC","false","0032A00002tB33fQAC","Archive","Old Inactive Contact","false","Not Synced"
"0032A00002tC0A0QAK","false","0032A00002tC0A0QAK","Archive","Old Inactive Contact","false","Not Synced"
"0032A00002tvEheQAE","false","0032A00002tvEheQAE","Archive","Old Inactive Contact","false","Not Synced"
"0032A00002tvXrOQAU","false","0032A00002tvXrOQAU","Delete","No Email or Phone","false","Not Synced"
"0032A00002twRPiQAM","false","0032A00002twRPiQAM","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002twTeGQAU","false","0032A00002twTeGQAU","Delete","No Email or Phone","false","Not Synced"
"0032A00002twTnrQAE","false","0032A00002twTnrQAE","Delete","No Email or Phone","false","Not Synced"
"0032A00002twi9VQAQ","false","0032A00002twi9VQAQ","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002txGXGQA2","false","0032A00002txGXGQA2","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002txprCQAQ","false","0032A00002txprCQAQ","Delete","No Email or Phone","false","Not Synced"
"0032A00002tyMIXQA2","false","0032A00002tyMIXQA2","Delete","No Email or Phone","false","Not Synced"
"0032A00002tyMJGQA2","false","0032A00002tyMJGQA2","Delete","No Email or Phone","false","Not Synced"
"0032A00002tyYGzQAM","false","0032A00002tyYGzQAM","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002typ91QAA","false","0032A00002typ91QAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002vXgITQA0","false","0032A00002vXgITQA0","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002vXgORQA0","false","0032A00002vXgORQA0","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002vYPkqQAG","false","0032A00002vYPkqQAG","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002vYPm3QAG","false","0032A00002vYPm3QAG","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002vYPmwQAG","false","0032A00002vYPmwQAG","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002vYPzvQAG","false","0032A00002vYPzvQAG","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002vZ21fQAC","false","0032A00002vZ21fQAC","Delete","No Email or Phone","false","Not Synced"
"0032A00002vajuGQAQ","false","0032A00002vajuGQAQ","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002vazvUQAQ","false","0032A00002vazvUQAQ","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002wxxFMQAY","false","0032A00002wxxFMQAY","Delete","No Email or Phone","false","Not Synced"
"0032A00002wxxHmQAI","false","0032A00002wxxHmQAI","Delete","No Email or Phone","false","Not Synced"
"0032A00002wyurMQAQ","false","0032A00002wyurMQAQ","Archive","Old Inactive Contact","false","Not Synced"
"0032A00002x09RCQAY","false","0032A00002x09RCQAY","Delete","No Email or Phone","false","Not Synced"
"0032A00002x0kz2QAA","false","0032A00002x0kz2QAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002x0luDQAQ","false","0032A00002x0luDQAQ","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002x0v74QAA","false","0032A00002x0v74QAA","Delete","No Email or Phone","false","Not Synced"
"0032A00002x19eqQAA","false","0032A00002x19eqQAA","Delete","No Email or Phone","false","Not Synced"
"0032A00002x1IIRQA2","false","0032A00002x1IIRQA2","Delete","No Email or Phone","false","Not Synced"
"0032A00002yS1UMQA0","false","0032A00002yS1UMQA0","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002yT1F7QAK","false","0032A00002yT1F7QAK","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002yVoCIQA0","false","0032A00002yVoCIQA0","Delete","No Activity 3+ Years","false","Not Synced"
"0032A00002yW0w1QAC","false","0032A00002yW0w1QAC","Delete","No Email or Phone","false","Not Synced"
"0032A000030gNQzQAM","false","0032A000030gNQzQAM","Delete","No Email or Phone","false","Not Synced"
"0032A000030gPtZQAU","false","0032A000030gPtZQAU","Delete","No Email or Phone","false","Not Synced"
"0032A000030jjW6QAI","false","0032A000030jjW6QAI","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000032JE7aQAG","false","0032A000032JE7aQAG","Delete","No Email or Phone","false","Not Synced"
"0032A000032K5c6QAC","false","0032A000032K5c6QAC","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000032KGPvQAO","false","0032A000032KGPvQAO","Delete","No Email or Phone","false","Not Synced"
"0032A000032KcMiQAK","false","0032A000032KcMiQAK","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000032Kuk2QAC","false","0032A000032Kuk2QAC","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000033zKPUQA2","false","0032A000033zKPUQA2","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000033zVmtQAE","false","0032A000033zVmtQAE","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000033zv6lQAA","false","0032A000033zv6lQAA","Delete","No Email or Phone","false","Not Synced"
"0032A000035P2VcQAK","false","0032A000035P2VcQAK","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000035PBY9QAO","false","0032A000035PBY9QAO","Delete","No Email or Phone","false","Not Synced"
"0032A000035PBatQAG","false","0032A000035PBatQAG","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000035PbpvQAC","false","0032A000035PbpvQAC","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000035PiI9QAK","false","0032A000035PiI9QAK","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000035PiIOQA0","false","0032A000035PiIOQA0","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000035PlEIQA0","false","0032A000035PlEIQA0","Delete","No Email or Phone","false","Not Synced"
"0032A000035PpCgQAK","false","0032A000035PpCgQAK","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000035PpO1QAK","false","0032A000035PpO1QAK","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000035PsP4QAK","false","0032A000035PsP4QAK","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000035PtaWQAS","false","0032A000035PtaWQAS","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000035PxfiQAC","false","0032A000035PxfiQAC","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000035Pxg7QAC","false","0032A000035Pxg7QAC","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000035l4YzQAI","false","0032A000035l4YzQAI","Delete","No Email or Phone","false","Not Synced"
"0032A000035l4ZEQAY","false","0032A000035l4ZEQAY","Delete","No Email or Phone","false","Not Synced"
"0032A000035lAe2QAE","false","0032A000035lAe2QAE","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000035llYBQAY","false","0032A000035llYBQAY","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000035mt45QAA","false","0032A000035mt45QAA","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000035nZFQQA2","false","0032A000035nZFQQA2","OK","","false","Not Synced"
"0032A000035oXAbQAM","false","0032A000035oXAbQAM","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000035p17HQAQ","false","0032A000035p17HQAQ","Delete","No Email or Phone","false","Not Synced"
"0032A000035p42AQAQ","false","0032A000035p42AQAQ","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000039MMe2QAG","false","0032A000039MMe2QAG","Delete","No Email or Phone","false","Not Synced"
"0032A000039MfnnQAC","false","0032A000039MfnnQAC","Delete","No Activity 3+ Years","false","Not Synced"
"0032A000039N4p3QAC","false","0032A000039N4p3QAC","Delete","No Email or Phone","false","Not Synced"
"0032A000039NLtIQAW","false","0032A000039NLtIQAW","Delete","No Activity 3+ Years","false","Not Synced"
