"sf__Id","sf__Error",Id,In_HubSpot_Not_Inclusion_List__c,Sync_Status__c
"0032A00002az4IcQAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az4IcQAI","true","In HubSpot - Not Synced"
"0032A00002az4KpQAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az4KpQAI","true","In HubSpot - Not Synced"
"0032A00002az4Q4QAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az4Q4QAI","true","In HubSpot - Not Synced"
"0032A00002az4RPQAY","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az4RPQAY","true","In HubSpot - Not Synced"
"0032A00002az4YcQAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az4YcQAI","true","In HubSpot - Not Synced"
"0032A00002az4czQAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az4czQAA","true","In HubSpot - Not Synced"
"0032A00002azmPrQAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azmPrQAI","true","In HubSpot - Not Synced"
"0032A00002azmSBQAY","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azmSBQAY","true","In HubSpot - Not Synced"
"0032A00002azmVvQAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azmVvQAI","true","In HubSpot - Not Synced"
"0032A00002azmaqQAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azmaqQAA","true","In HubSpot - Not Synced"
"0032A00002azmssQAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azmssQAA","true","In HubSpot - Not Synced"
"0032A00002azn4iQAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azn4iQAA","true","In HubSpot - Not Synced"
"0032A00002azn6JQAQ","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azn6JQAQ","true","In HubSpot - Not Synced"
"0032A00002azn9iQAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azn9iQAA","true","In HubSpot - Not Synced"
"0032A00002aznEmQAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002aznEmQAI","true","In HubSpot - Not Synced"
"0032A00002aznXNQAY","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002aznXNQAY","true","In HubSpot - Not Synced"
"0032A00002azo8KQAQ","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azo8KQAQ","true","In HubSpot - Not Synced"
"0032A00002azoEKQAY","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azoEKQAY","true","In HubSpot - Not Synced"
"0032A00002azoFCQAY","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azoFCQAY","true","In HubSpot - Not Synced"
"0032A00002azoGxQAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azoGxQAI","true","In HubSpot - Not Synced"
"0032A00002azoYvQAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azoYvQAI","true","In HubSpot - Not Synced"
"0032A00002azpD3QAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azpD3QAI","true","In HubSpot - Not Synced"
"0032A00002azpkrQAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azpkrQAA","true","In HubSpot - Not Synced"
"0032A00002azpmpQAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azpmpQAA","true","In HubSpot - Not Synced"
"0032A00002azppMQAQ","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azppMQAQ","true","In HubSpot - Not Synced"
"0032A00002azpqRQAQ","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azpqRQAQ","true","In HubSpot - Not Synced"
"0032A00002azps9QAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azps9QAA","true","In HubSpot - Not Synced"
"0032A00002azqBoQAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azqBoQAI","true","In HubSpot - Not Synced"
"0032A00002azqJ0QAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azqJ0QAI","true","In HubSpot - Not Synced"
"0032A00002azqVIQAY","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azqVIQAY","true","In HubSpot - Not Synced"
"0032A00002azrG3QAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azrG3QAI","true","In HubSpot - Not Synced"
"0032A00002azrMKQAY","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azrMKQAY","true","In HubSpot - Not Synced"
"0032A00002azrREQAY","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azrREQAY","true","In HubSpot - Not Synced"
"0032A00002azrXaQAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azrXaQAI","true","In HubSpot - Not Synced"
"0032A00002azrdXQAQ","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azrdXQAQ","true","In HubSpot - Not Synced"
"0032A00002azreNQAQ","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002azreNQAQ","true","In HubSpot - Not Synced"
"0032A00002ip9j1QAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002ip9j1QAA","true","In HubSpot - Not Synced"
"0032A00002qKbHdQAK","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002qKbHdQAK","true","In HubSpot - Not Synced"
"0033j00002NMFh8AAH","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00002NMFh8AAH","true","In HubSpot - Not Synced"
"0033j00002ODz1WAAT","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00002ODz1WAAT","true","In HubSpot - Not Synced"
"0033j00003gTpH6AAK","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003gTpH6AAK","true","In HubSpot - Not Synced"
"0033j00003q54nnAAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003q54nnAAA","true","In HubSpot - Not Synced"
"0033j00003wOSw9AAG","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOSw9AAG","true","In HubSpot - Not Synced"
"0033j00003wOT8jAAG","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOT8jAAG","true","In HubSpot - Not Synced"
"0033j00003wOTohAAG","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOTohAAG","true","In HubSpot - Not Synced"
"0033j00003wOUACAA4","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOUACAA4","true","In HubSpot - Not Synced"
"0033j00003wOUqyAAG","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOUqyAAG","true","In HubSpot - Not Synced"
"0033j00003wOUxOAAW","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOUxOAAW","true","In HubSpot - Not Synced"
"0033j00003wOV0YAAW","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOV0YAAW","true","In HubSpot - Not Synced"
"0033j00003wOV0cAAG","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOV0cAAG","true","In HubSpot - Not Synced"
"0033j00003wOV0vAAG","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOV0vAAG","true","In HubSpot - Not Synced"
"0033j00003wOWn2AAG","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOWn2AAG","true","In HubSpot - Not Synced"
"0033j00003wOXMRAA4","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOXMRAA4","true","In HubSpot - Not Synced"
"0033j00003wOYOSAA4","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOYOSAA4","true","In HubSpot - Not Synced"
"0033j00003wOYahAAG","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOYahAAG","true","In HubSpot - Not Synced"
"0033j00003wOYbFAAW","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOYbFAAW","true","In HubSpot - Not Synced"
"0033j00003wObqIAAS","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wObqIAAS","true","In HubSpot - Not Synced"
"0033j00003wOcfeAAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOcfeAAC","true","In HubSpot - Not Synced"
"0033j00003wOemNAAS","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOemNAAS","true","In HubSpot - Not Synced"
"0033j00003wOhg3AAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOhg3AAC","true","In HubSpot - Not Synced"
"0033j00003wOqRxAAK","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOqRxAAK","true","In HubSpot - Not Synced"
"0033j00003wOrHxAAK","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOrHxAAK","true","In HubSpot - Not Synced"
"0033j00003wOrIQAA0","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOrIQAA0","true","In HubSpot - Not Synced"
"0033j00003wOraVAAS","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOraVAAS","true","In HubSpot - Not Synced"
"0033j00003wOrk4AAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOrk4AAC","true","In HubSpot - Not Synced"
"0033j00003wOryqAAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOryqAAC","true","In HubSpot - Not Synced"
"0033j00003wOs7BAAS","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOs7BAAS","true","In HubSpot - Not Synced"
"0033j00003wOso8AAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOso8AAC","true","In HubSpot - Not Synced"
"0033j00003wOu6VAAS","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOu6VAAS","true","In HubSpot - Not Synced"
"0033j00003wOvTLAA0","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOvTLAA0","true","In HubSpot - Not Synced"
"0033j00003wOvTiAAK","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOvTiAAK","true","In HubSpot - Not Synced"
"0033j00003wOvTrAAK","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOvTrAAK","true","In HubSpot - Not Synced"
"0033j00003wOvU2AAK","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOvU2AAK","true","In HubSpot - Not Synced"
"0033j00003wOvUFAA0","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOvUFAA0","true","In HubSpot - Not Synced"
"0033j00003wOvXcAAK","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOvXcAAK","true","In HubSpot - Not Synced"
"0033j00003wOvXwAAK","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOvXwAAK","true","In HubSpot - Not Synced"
"0033j00003wOwAaAAK","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOwAaAAK","true","In HubSpot - Not Synced"
"0033j00003wOwQrAAK","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOwQrAAK","true","In HubSpot - Not Synced"
"0033j00003wOwRGAA0","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOwRGAA0","true","In HubSpot - Not Synced"
"0033j00003wOwVRAA0","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOwVRAA0","true","In HubSpot - Not Synced"
"0033j00003wOwWWAA0","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOwWWAA0","true","In HubSpot - Not Synced"
"0033j00003wOz50AAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOz50AAC","true","In HubSpot - Not Synced"
"0033j00003wP0VQAA0","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wP0VQAA0","true","In HubSpot - Not Synced"
"0033j00003wP0blAAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wP0blAAC","true","In HubSpot - Not Synced"
"0033j00003wP0h7AAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wP0h7AAC","true","In HubSpot - Not Synced"
"0033j00003wP0vOAAS","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wP0vOAAS","true","In HubSpot - Not Synced"
"0033j00003wP0wBAAS","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wP0wBAAS","true","In HubSpot - Not Synced"
"0033j00003wP12GAAS","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wP12GAAS","true","In HubSpot - Not Synced"
"0033j00003wP12IAAS","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wP12IAAS","true","In HubSpot - Not Synced"
"0033j00003wPBMRAA4","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPBMRAA4","true","In HubSpot - Not Synced"
"0033j00003wPBcCAAW","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPBcCAAW","true","In HubSpot - Not Synced"
"0033j00003wPC4RAAW","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPC4RAAW","true","In HubSpot - Not Synced"
"0033j00003wPC4gAAG","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPC4gAAG","true","In HubSpot - Not Synced"
"0033j00003wPC4sAAG","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPC4sAAG","true","In HubSpot - Not Synced"
"0033j00003wPCz9AAG","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPCz9AAG","true","In HubSpot - Not Synced"
"0033j00003wPEB4AAO","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPEB4AAO","true","In HubSpot - Not Synced"
"0033j00003wPQI8AAO","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPQI8AAO","true","In HubSpot - Not Synced"
"0033j00003zjAyiAAE","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003zjAyiAAE","true","In HubSpot - Not Synced"
"0033j00003zjDYUAA2","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003zjDYUAA2","true","In HubSpot - Not Synced"
"0033j00003zjF3XAAU","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003zjF3XAAU","true","In HubSpot - Not Synced"
"0033j000041AxYzAAK","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000041AxYzAAK","true","In HubSpot - Not Synced"
"0033j000041CALXAA4","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000041CALXAA4","true","In HubSpot - Not Synced"
"0033j000041CTmCAAW","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000041CTmCAAW","true","In HubSpot - Not Synced"
"0033j000042wJuqAAE","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000042wJuqAAE","true","In HubSpot - Not Synced"
"0033j000044NpXXAA0","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000044NpXXAA0","true","In HubSpot - Not Synced"
"0033j000044OF1uAAG","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000044OF1uAAG","true","In HubSpot - Not Synced"
"0033j000044OYgvAAG","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000044OYgvAAG","true","In HubSpot - Not Synced"
"0033j000045rU4aAAE","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000045rU4aAAE","true","In HubSpot - Not Synced"
"0033j000045rU4bAAE","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000045rU4bAAE","true","In HubSpot - Not Synced"
"0033j000045rU4cAAE","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000045rU4cAAE","true","In HubSpot - Not Synced"
"0033j0000477Pt2AAE","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j0000477Pt2AAE","true","In HubSpot - Not Synced"
"0033j000047EPZeAAO","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000047EPZeAAO","true","In HubSpot - Not Synced"
"0033j000047Z9o5AAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000047Z9o5AAC","true","In HubSpot - Not Synced"
"0033j000047zcwjAAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000047zcwjAAA","true","In HubSpot - Not Synced"
"0033j000048BbCCAA0","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000048BbCCAA0","true","In HubSpot - Not Synced"
"0033j000048Bbl2AAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000048Bbl2AAC","true","In HubSpot - Not Synced"
"0033j000048CMM4AAO","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000048CMM4AAO","true","In HubSpot - Not Synced"
"0033j000048CRS4AAO","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000048CRS4AAO","true","In HubSpot - Not Synced"
"0033j000048CVLfAAO","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000048CVLfAAO","true","In HubSpot - Not Synced"
"0033j000048CVLiAAO","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000048CVLiAAO","true","In HubSpot - Not Synced"
