"sf__Id","sf__Error",Id,In_HubSpot_Not_Inclusion_List__c,Sync_Status__c
"0033j00003wOrymAAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOrymAAC","true","In HubSpot - Not Synced"
"0033j00003wOsQJAA0","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOsQJAA0","true","In HubSpot - Not Synced"
"0033j00003wOt5QAAS","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOt5QAAS","true","In HubSpot - Not Synced"
"0033j00003wOu2KAAS","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOu2KAAS","true","In HubSpot - Not Synced"
"0033j00003wOu6AAAS","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOu6AAAS","true","In HubSpot - Not Synced"
"0033j00003wOu6XAAS","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOu6XAAS","true","In HubSpot - Not Synced"
"0033j00003wOvCEAA0","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOvCEAA0","true","In HubSpot - Not Synced"
"0033j00003wOvzgAAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOvzgAAC","true","In HubSpot - Not Synced"
"0033j00003wOwBDAA0","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOwBDAA0","true","In HubSpot - Not Synced"
"0033j00003wOxBHAA0","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOxBHAA0","true","In HubSpot - Not Synced"
"0033j00003wOxKRAA0","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOxKRAA0","true","In HubSpot - Not Synced"
"0033j00003wOxeBAAS","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOxeBAAS","true","In HubSpot - Not Synced"
"0033j00003wOzkDAAS","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wOzkDAAS","true","In HubSpot - Not Synced"
"0033j00003wP0NPAA0","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wP0NPAA0","true","In HubSpot - Not Synced"
"0033j00003wP0OLAA0","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wP0OLAA0","true","In HubSpot - Not Synced"
"0033j00003wP0QwAAK","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wP0QwAAK","true","In HubSpot - Not Synced"
"0033j00003wP0R3AAK","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wP0R3AAK","true","In HubSpot - Not Synced"
"0033j00003wP0ccAAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wP0ccAAC","true","In HubSpot - Not Synced"
"0033j00003wP0gpAAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wP0gpAAC","true","In HubSpot - Not Synced"
"0033j00003wP0rXAAS","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wP0rXAAS","true","In HubSpot - Not Synced"
"0033j00003wPBKDAA4","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPBKDAA4","true","In HubSpot - Not Synced"
"0033j00003wPBhnAAG","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPBhnAAG","true","In HubSpot - Not Synced"
"0033j00003wPBn8AAG","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPBn8AAG","true","In HubSpot - Not Synced"
"0033j00003wPBnVAAW","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPBnVAAW","true","In HubSpot - Not Synced"
"0033j00003wPCGVAA4","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPCGVAA4","true","In HubSpot - Not Synced"
"0033j00003wPCGyAAO","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPCGyAAO","true","In HubSpot - Not Synced"
"0033j00003wPCL1AAO","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPCL1AAO","true","In HubSpot - Not Synced"
"0033j00003wPCnPAAW","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPCnPAAW","true","In HubSpot - Not Synced"
"0033j00003wPCoeAAG","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPCoeAAG","true","In HubSpot - Not Synced"
"0033j00003wPCuyAAG","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPCuyAAG","true","In HubSpot - Not Synced"
"0033j00003wPDIIAA4","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPDIIAA4","true","In HubSpot - Not Synced"
"0033j00003wPDUhAAO","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPDUhAAO","true","In HubSpot - Not Synced"
"0033j00003wPEBIAA4","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPEBIAA4","true","In HubSpot - Not Synced"
"0033j00003wPNIjAAO","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPNIjAAO","true","In HubSpot - Not Synced"
"0033j00003wPQucAAG","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPQucAAG","true","In HubSpot - Not Synced"
"0033j00003wPR6aAAG","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003wPR6aAAG","true","In HubSpot - Not Synced"
"0033j00003zjC1pAAE","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003zjC1pAAE","true","In HubSpot - Not Synced"
"0033j00003zjE4fAAE","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003zjE4fAAE","true","In HubSpot - Not Synced"
"0033j00003zjEqTAAU","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003zjEqTAAU","true","In HubSpot - Not Synced"
"0033j00003zjFLUAA2","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003zjFLUAA2","true","In HubSpot - Not Synced"
"0033j00003zjFutAAE","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00003zjFutAAE","true","In HubSpot - Not Synced"
"0033j000041AtT9AAK","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000041AtT9AAK","true","In HubSpot - Not Synced"
"0033j000041CAKTAA4","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000041CAKTAA4","true","In HubSpot - Not Synced"
"0033j000041CALcAAO","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000041CALcAAO","true","In HubSpot - Not Synced"
"0033j000042vjOrAAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000042vjOrAAI","true","In HubSpot - Not Synced"
"0033j000047Z9mqAAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000047Z9mqAAC","true","In HubSpot - Not Synced"
"0033j000048ERWDAA4","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000048ERWDAA4","true","In HubSpot - Not Synced"
"0033j000049CmF3AAK","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000049CmF3AAK","true","In HubSpot - Not Synced"
"0033j000049E3RxAAK","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000049E3RxAAK","true","In HubSpot - Not Synced"
"0033j000049Eex2AAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000049Eex2AAC","true","In HubSpot - Not Synced"
"0033j000049Em9cAAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000049Em9cAAC","true","In HubSpot - Not Synced"
"0033j000049EmCEAA0","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000049EmCEAA0","true","In HubSpot - Not Synced"
"0033j000049ErneAAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000049ErneAAC","true","In HubSpot - Not Synced"
"0033j000049FuutAAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000049FuutAAC","true","In HubSpot - Not Synced"
"0033j000049G0bYAAS","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000049G0bYAAS","true","In HubSpot - Not Synced"
"0033j000049G0bbAAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000049G0bbAAC","true","In HubSpot - Not Synced"
"0033j000049G1R4AAK","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000049G1R4AAK","true","In HubSpot - Not Synced"
"0033j000049GfXVAA0","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j000049GfXVAA0","true","In HubSpot - Not Synced"
"0033j00004B1sTNAAZ","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00004B1sTNAAZ","true","In HubSpot - Not Synced"
"0033j00004B1snZAAR","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00004B1snZAAR","true","In HubSpot - Not Synced"
"0033j00004B21o9AAB","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0033j00004B21o9AAB","true","In HubSpot - Not Synced"
"003Rh000000Z7YOIA0","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh000000Z7YOIA0","true","In HubSpot - Not Synced"
"003Rh000000cymSIAQ","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh000000cymSIAQ","true","In HubSpot - Not Synced"
"003Rh000000sDGWIA2","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh000000sDGWIA2","true","In HubSpot - Not Synced"
"003Rh000000sFBmIAM","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh000000sFBmIAM","true","In HubSpot - Not Synced"
"003Rh000000weehIAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh000000weehIAA","true","In HubSpot - Not Synced"
"003Rh000000zq08IAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh000000zq08IAA","true","In HubSpot - Not Synced"
"003Rh000000zq0BIAQ","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh000000zq0BIAQ","true","In HubSpot - Not Synced"
"003Rh0000010npsIAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh0000010npsIAA","true","In HubSpot - Not Synced"
"003Rh0000023xTxIAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh0000023xTxIAI","true","In HubSpot - Not Synced"
"003Rh000002TAhGIAW","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh000002TAhGIAW","true","In HubSpot - Not Synced"
"003Rh000002TicJIAS","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh000002TicJIAS","true","In HubSpot - Not Synced"
"003Rh000002pbo7IAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh000002pbo7IAA","true","In HubSpot - Not Synced"
"003Rh000002pcrkIAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh000002pcrkIAA","true","In HubSpot - Not Synced"
"003Rh000004xSVrIAM","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh000004xSVrIAM","true","In HubSpot - Not Synced"
"003Rh000005CvnkIAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh000005CvnkIAC","true","In HubSpot - Not Synced"
"003Rh000005OqdlIAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh000005OqdlIAC","true","In HubSpot - Not Synced"
"003Rh000005OtbZIAS","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh000005OtbZIAS","true","In HubSpot - Not Synced"
"003Rh000005OtbaIAC","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh000005OtbaIAC","true","In HubSpot - Not Synced"
"003Rh000005hUUcIAM","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh000005hUUcIAM","true","In HubSpot - Not Synced"
"003Rh000008pgj5IAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh000008pgj5IAA","true","In HubSpot - Not Synced"
"003Rh00000DNqpeIAD","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh00000DNqpeIAD","true","In HubSpot - Not Synced"
"003Rh00000EqCfdIAF","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh00000EqCfdIAF","true","In HubSpot - Not Synced"
"003Rh00000EqEvrIAF","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh00000EqEvrIAF","true","In HubSpot - Not Synced"
"003Rh00000Fg8IMIAZ","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","003Rh00000Fg8IMIAZ","true","In HubSpot - Not Synced"
"0032A00002SFDmXQAX","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002SFDmXQAX","true","In HubSpot - Not Synced"
"0032A00002ZsjGHQAZ","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002ZsjGHQAZ","true","In HubSpot - Not Synced"
"0032A00002ZsjGKQAZ","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002ZsjGKQAZ","true","In HubSpot - Not Synced"
"0032A00002ayyhzQAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002ayyhzQAA","true","In HubSpot - Not Synced"
"0032A00002ayylwQAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002ayylwQAA","true","In HubSpot - Not Synced"
"0032A00002ayymqQAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002ayymqQAA","true","In HubSpot - Not Synced"
"0032A00002ayyyTQAQ","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002ayyyTQAQ","true","In HubSpot - Not Synced"
"0032A00002ayyyeQAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002ayyyeQAA","true","In HubSpot - Not Synced"
"0032A00002ayz3MQAQ","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002ayz3MQAQ","true","In HubSpot - Not Synced"
"0032A00002ayzH1QAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002ayzH1QAI","true","In HubSpot - Not Synced"
"0032A00002ayzV9QAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002ayzV9QAI","true","In HubSpot - Not Synced"
"0032A00002ayzefQAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002ayzefQAA","true","In HubSpot - Not Synced"
"0032A00002ayzhgQAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002ayzhgQAA","true","In HubSpot - Not Synced"
"0032A00002ayzrKQAQ","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002ayzrKQAQ","true","In HubSpot - Not Synced"
"0032A00002ayzzLQAQ","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002ayzzLQAQ","true","In HubSpot - Not Synced"
"0032A00002az09bQAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az09bQAA","true","In HubSpot - Not Synced"
"0032A00002az0HnQAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az0HnQAI","true","In HubSpot - Not Synced"
"0032A00002az0K5QAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az0K5QAI","true","In HubSpot - Not Synced"
"0032A00002az0S5QAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az0S5QAI","true","In HubSpot - Not Synced"
"0032A00002az0TdQAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az0TdQAI","true","In HubSpot - Not Synced"
"0032A00002az0dVQAQ","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az0dVQAQ","true","In HubSpot - Not Synced"
"0032A00002az0qkQAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az0qkQAA","true","In HubSpot - Not Synced"
"0032A00002az0tmQAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az0tmQAA","true","In HubSpot - Not Synced"
"0032A00002az0wQQAQ","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az0wQQAQ","true","In HubSpot - Not Synced"
"0032A00002az0x3QAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az0x3QAA","true","In HubSpot - Not Synced"
"0032A00002az1CPQAY","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az1CPQAY","true","In HubSpot - Not Synced"
"0032A00002az1FuQAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az1FuQAI","true","In HubSpot - Not Synced"
"0032A00002az1JFQAY","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az1JFQAY","true","In HubSpot - Not Synced"
"0032A00002az21yQAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az21yQAA","true","In HubSpot - Not Synced"
"0032A00002az22RQAQ","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az22RQAQ","true","In HubSpot - Not Synced"
"0032A00002az2PvQAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az2PvQAI","true","In HubSpot - Not Synced"
"0032A00002az2R0QAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az2R0QAI","true","In HubSpot - Not Synced"
"0032A00002az34jQAA","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az34jQAA","true","In HubSpot - Not Synced"
"0032A00002az3FcQAI","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Sync Status: bad value for restricted picklist field: In HubSpot - Not Synced:Sync_Status__c --","0032A00002az3FcQAI","true","In HubSpot - Not Synced"
