"sf__Id","sf__Created",Id,Clean_Status__c,Delete_Reason__c,In_HubSpot_Not_Inclusion_List__c,Sync_Status__c
"0032A00002azmUhQAI","false","0032A00002azmUhQAI","Duplicate","Master: 0033j00003wP0vuAAC","false","Not Synced"
"0032A00002azq84QAA","false","0032A00002azq84QAA","Duplicate","Master: 0032A00002azr3gQAA","false","Not Synced"
