Id,Clean_Status__c,Delete_Reason__c,Sync_Status__c
0033j00003wOXSzAAO,Duplicate,Master: 0032A00002azrDMQAY,Not Synced
0033j00003wOXT0AAO,Duplicate,Master: 0032A00002azrDMQAY,Not Synced
0033j00003wOXT1AAO,Delete,No Activity 3+ Years,Not Synced
0033j00003wOXT2AAO,Duplicate,Master: 0032A00002azrDMQAY,Not Synced
0033j00003wOXT3AAO,Delete,No Activity 3+ Years,Not Synced
0033j00003wOXT4AAO,Delete,No Activity 3+ Years,Not Synced
0033j00003wOXT5AAO,Duplicate,Master: 0032A00002azrDMQAY,Not Synced
0033j00003wOXT6AAO,Delete,No Activity 3+ Years,Not Synced
0033j00003wOXT7AAO,Duplicate,Master: 0032A00002azrDMQAY,Not Synced
0033j00003wOXT8AAO,OK,,
0033j00003wOXT9AAO,Duplicate,Master: 0032A00002azmKUQAY,Not Synced
0033j00003wOXTAAA4,Delete,No Activity 3+ Years,Not Synced
0033j00003wOXTBAA4,OK,,
0033j00003wOXTCAA4,OK,,
0033j00003wOXTDAA4,Delete,No Activity 3+ Years,Not Synced
0033j00003wOXTEAA4,Duplicate,Master: 0032A00002azqRMQAY,Not Synced
0033j00003wOXTFAA4,Delete,No Activity 3+ Years,Not Synced
0033j00003wOXTGAA4,Delete,No Activity 3+ Years,Not Synced
0033j00003wOXTHAA4,Delete,No Activity 3+ Years,Not Synced
0033j00003wOXTIAA4,Delete,No Activity 3+ Years,Not Synced
0033j00003wOXTJAA4,Delete,No Activity 3+ Years,Not Synced
0033j00003wOXTKAA4,Delete,No Activity 3+ Years,Not Synced
0033j00003wOXTLAA4,Delete,No Activity 3+ Years,Not Synced
0033j00003wOXTMAA4,Delete,No Activity 3+ Years,Not Synced
0033j00003wOXTNAA4,Delete,No Activity 3+ Years,Not Synced
0033j00003wOXTOAA4,Delete,No Activity 3+ Years,Not Synced
0033j00003wOXTPAA4,Delete,No Activity 3+ Years,Not Synced
0033j00003wOXTQAA4,Delete,No Activity 3+ Years,Not Synced
0033j00003wOXTRAA4,Delete,No Activity 3+ Years,Not Synced
0033j00003wOXTSAA4,Delete,No Activity 3+ Years,Not Synced
0033j00003wOXTTAA4,Duplicate,Master: 003Rh00000Fg8IMIAZ,Not Synced
