Id,Clean_Status__c,Delete_Reason__c,Sync_Status__c
003Rh00000UAzHIIA1,Duplicate,Master: 003Rh00000LaG5wIAF,Not Synced
003Rh00000UAzHJIA1,Duplicate,Master: 003Rh00000LaG5wIAF,Not Synced
003Rh00000UAzHKIA1,Duplicate,Master: 003Rh00000LaG5wIAF,Not Synced
003Rh00000UAzHLIA1,Duplicate,Master: 003Rh00000LaG5wIAF,Not Synced
003Rh00000UAzHMIA1,Duplicate,Master: 003Rh00000LaG5wIAF,Not Synced
003Rh00000UAzHNIA1,Duplicate,Master: 003Rh00000LaG5wIAF,Not Synced
003Rh00000UAzHOIA1,Duplicate,Master: 003Rh00000LaG5wIAF,Not Synced
003Rh00000UAzHPIA1,Duplicate,Master: 003Rh00000LaG5wIAF,Not Synced
003Rh00000UAzHQIA1,Duplicate,Master: 003Rh00000LaG5wIAF,Not Synced
003Rh00000UB1ynIAD,Duplicate,Master: 003Rh00000UylE8IAJ,Not Synced
003Rh00000UB1yoIAD,Duplicate,Master: 003Rh00000UylE8IAJ,Not Synced
003Rh00000UB3CcIAL,OK,,
003Rh00000UB3u9IAD,OK,,
003Rh00000UBBNFIA5,Duplicate,Master: 003Rh00000LaG5wIAF,Not Synced
003Rh00000UBBNGIA5,Duplicate,Master: 003Rh00000LaG5wIAF,Not Synced
003Rh00000UBBNHIA5,Duplicate,Master: 003Rh00000LaG5wIAF,Not Synced
003Rh00000UBBNIIA5,Duplicate,Master: 003Rh00000LaG5wIAF,Not Synced
003Rh00000UBBNJIA5,Duplicate,Master: 003Rh00000LaG5wIAF,Not Synced
003Rh00000UBBNKIA5,Duplicate,Master: 003Rh00000LaG5wIAF,Not Synced
003Rh00000UBBNLIA5,Duplicate,Master: 003Rh00000LaG5wIAF,Not Synced
003Rh00000UBBNMIA5,Duplicate,Master: 003Rh00000LaG5wIAF,Not Synced
003Rh00000UBBNNIA5,Duplicate,Master: 003Rh00000LaG5wIAF,Not Synced
003Rh00000UBBVGIA5,OK,,
003Rh00000UBMolIAH,OK,,
003Rh00000UBdRNIA1,OK,,
003Rh00000UBtfqIAD,Duplicate,Master: 0032A00002az3QpQAI,Not Synced
003Rh00000UC7inIAD,OK,,
003Rh00000UE3YFIA1,Duplicate,Master: 003Rh000000fG5jIAE,Not Synced
003Rh00000UETs7IAH,OK,,
003Rh00000UElpAIAT,Duplicate,Master: 0032A00002az0uVQAQ,Not Synced
003Rh00000UEviVIAT,Duplicate,Master: 003Rh00000UF0ZmIAL,Not Synced
003Rh00000UF0ZmIAL,OK,,
003Rh00000UFBEnIAP,Duplicate,Master: 003Rh00000UF0ZmIAL,Not Synced
003Rh00000UFDaOIAX,Duplicate,Master: 003Rh000000SASoIAO,Not Synced
003Rh00000UFECzIAP,Duplicate,Master: 003Rh000000SASoIAO,Not Synced
003Rh00000UFMa3IAH,Duplicate,Master: 003Rh000000SASoIAO,Not Synced
003Rh00000UFRHyIAP,Duplicate,Master: 0032A00002az2tCQAQ,Not Synced
003Rh00000UFTwiIAH,Duplicate,Master: 003Rh000000SASoIAO,Not Synced
