Id,Clean_Status__c
003Rh00000EqEizIAF,OK
003Rh00000EqEj0IAF,OK
003Rh00000EqEj1IAF,OK
003Rh00000EqEj2IAF,OK
003Rh00000EqEj3IAF,OK
003Rh00000EqEj4IAF,OK
003Rh00000EqEj5IAF,OK
003Rh00000EqEj6IAF,OK
003Rh00000EqEj7IAF,OK
003Rh00000EqEj8IAF,OK
003Rh00000EqEj9IAF,OK
003Rh00000EqEjAIAV,OK
003Rh00000EqEjBIAV,Duplicate
003Rh00000EqEjCIAV,OK
003Rh00000EqEjDIAV,OK
003Rh00000EqEjEIAV,OK
003Rh00000EqEjFIAV,OK
003Rh00000EqEjGIAV,OK
003Rh00000EqEjHIAV,Duplicate
003Rh00000EqEjIIAV,OK
003Rh00000EqEjJIAV,OK
003Rh00000EqEjKIAV,OK
003Rh00000EqEjLIAV,OK
003Rh00000EqEjMIAV,Review
003Rh00000EqEjNIAV,Duplicate
003Rh00000EqEjOIAV,OK
003Rh00000EqEjPIAV,OK
003Rh00000EqEjQIAV,OK
003Rh00000EqEjRIAV,OK
003Rh00000EqEjSIAV,OK
003Rh00000EqEjTIAV,OK
003Rh00000EqEjUIAV,OK
003Rh00000EqEjVIAV,Duplicate
003Rh00000EqEjWIAV,Duplicate
003Rh00000EqEjXIAV,OK
003Rh00000EqEjYIAV,OK
003Rh00000EqEmEIAV,Duplicate
003Rh00000EqEmFIAV,OK
003Rh00000EqEmGIAV,OK
003Rh00000EqEmHIAV,OK
003Rh00000EqEmIIAV,OK
003Rh00000EqEmJIAV,Duplicate
003Rh00000EqEmKIAV,OK
003Rh00000EqEmLIAV,OK
003Rh00000EqEmMIAV,OK
003Rh00000EqEmNIAV,OK
003Rh00000EqEmOIAV,OK
003Rh00000EqEmPIAV,OK
003Rh00000EqEmQIAV,OK
003Rh00000EqEmRIAV,OK
003Rh00000EqEmSIAV,Duplicate
003Rh00000EqEmTIAV,Duplicate
003Rh00000EqEmUIAV,OK
003Rh00000EqEmVIAV,OK
003Rh00000EqEmWIAV,OK
003Rh00000EqEmXIAV,OK
003Rh00000EqEmYIAV,OK
003Rh00000EqEmZIAV,OK
003Rh00000EqEmaIAF,OK
003Rh00000EqEmbIAF,OK
003Rh00000EqEmcIAF,OK
003Rh00000EqEmdIAF,OK
003Rh00000EqEmeIAF,OK
003Rh00000EqEmfIAF,OK
003Rh00000EqEmgIAF,OK
003Rh00000EqEmhIAF,OK
003Rh00000EqEmiIAF,OK
003Rh00000EqEmjIAF,OK
003Rh00000EqEmkIAF,OK
003Rh00000EqEmlIAF,OK
003Rh00000EqEmmIAF,OK
003Rh00000EqEmnIAF,OK
003Rh00000EqEmoIAF,OK
003Rh00000EqEmpIAF,OK
