Id,Clean_Status__c
003Rh00000LaFuuIAF,OK
003Rh00000LaFuvIAF,OK
003Rh00000LaFuwIAF,OK
003Rh00000LaFuxIAF,OK
003Rh00000LaFuyIAF,Duplicate
003Rh00000LaFuzIAF,OK
003Rh00000LaFv0IAF,OK
003Rh00000LaFv1IAF,OK
003Rh00000LaFv2IAF,OK
003Rh00000LaFv3IAF,OK
003Rh00000LaFv4IAF,OK
003Rh00000LaFv5IAF,OK
003Rh00000LaFv6IAF,OK
003Rh00000LaFv7IAF,OK
003Rh00000LaFv8IAF,OK
003Rh00000LaFv9IAF,OK
003Rh00000LaFvAIAV,OK
003Rh00000LaFvBIAV,OK
003Rh00000LaFvCIAV,OK
003Rh00000LaFvDIAV,OK
003Rh00000LaFvEIAV,OK
003Rh00000LaFvFIAV,OK
003Rh00000LaFvGIAV,Duplicate
003Rh00000LaFvHIAV,OK
003Rh00000LaFvIIAV,OK
003Rh00000LaFvJIAV,OK
003Rh00000LaFvKIAV,Duplicate
003Rh00000LaFvLIAV,OK
003Rh00000LaFvMIAV,OK
003Rh00000LaFvNIAV,OK
003Rh00000LaFvOIAV,OK
003Rh00000LaFvPIAV,OK
003Rh00000LaFvQIAV,OK
003Rh00000LaFvRIAV,OK
003Rh00000LaFvSIAV,OK
003Rh00000LaFvTIAV,OK
003Rh00000LaFvUIAV,OK
003Rh00000LaFvVIAV,OK
003Rh00000LaFvWIAV,OK
003Rh00000LaFvXIAV,OK
003Rh00000LaFvYIAV,OK
003Rh00000LaFvZIAV,OK
003Rh00000LaFvaIAF,OK
003Rh00000LaFvbIAF,Duplicate
003Rh00000LaFvcIAF,OK
003Rh00000LaFvdIAF,OK
003Rh00000LaFvfIAF,OK
003Rh00000LaFvgIAF,OK
003Rh00000LaFvhIAF,OK
003Rh00000LaFviIAF,Delete
003Rh00000LaFvjIAF,OK
003Rh00000LaFvkIAF,OK
003Rh00000LaFvlIAF,OK
003Rh00000LaFvmIAF,OK
003Rh00000LaFvnIAF,OK
003Rh00000LaFvoIAF,OK
003Rh00000LaFvpIAF,OK
003Rh00000LaFvqIAF,OK
003Rh00000LaFvrIAF,OK
003Rh00000LaFvsIAF,Delete
003Rh00000LaFvtIAF,OK
003Rh00000LaFvuIAF,OK
003Rh00000LaFvvIAF,OK
003Rh00000LaFvwIAF,OK
003Rh00000LaFvxIAF,OK
003Rh00000LaFvyIAF,OK
003Rh00000LaFvzIAF,OK
003Rh00000LaFw0IAF,OK
003Rh00000LaFw1IAF,OK
003Rh00000LaFw2IAF,OK
003Rh00000LaFw3IAF,OK
003Rh00000LaFw4IAF,OK
003Rh00000LaFw5IAF,OK
003Rh00000LaFw6IAF,OK
003Rh00000LaFw7IAF,OK
003Rh00000LaFw8IAF,OK
003Rh00000LaFw9IAF,OK
003Rh00000LaFwAIAV,OK
003Rh00000LaFwBIAV,OK
003Rh00000LaFwCIAV,OK
003Rh00000LaFzIIAV,OK
003Rh00000LaFzJIAV,OK
003Rh00000LaFzKIAV,OK
003Rh00000LaFzLIAV,OK
003Rh00000LaFzMIAV,OK
003Rh00000LaFzNIAV,OK
003Rh00000LaFzOIAV,OK
003Rh00000LaFzPIAV,OK
003Rh00000LaFzQIAV,OK
003Rh00000LaFzRIAV,OK
003Rh00000LaFzSIAV,OK
003Rh00000LaFzTIAV,Duplicate
003Rh00000LaFzUIAV,OK
003Rh00000LaFzVIAV,OK
003Rh00000LaFzWIAV,OK
003Rh00000LaFzXIAV,OK
003Rh00000LaFzZIAV,OK
003Rh00000LaFzaIAF,OK
003Rh00000LaFzbIAF,OK
003Rh00000LaFzcIAF,OK
003Rh00000LaFzdIAF,OK
003Rh00000LaFzeIAF,OK
003Rh00000LaFzfIAF,OK
003Rh00000LaFzgIAF,OK
003Rh00000LaFzhIAF,OK
003Rh00000LaFziIAF,OK
003Rh00000LaFzjIAF,OK
003Rh00000LaFzkIAF,OK
003Rh00000LaFzlIAF,OK
003Rh00000LaFzmIAF,OK
003Rh00000LaFznIAF,OK
003Rh00000LaFzoIAF,OK
003Rh00000LaFzpIAF,OK
003Rh00000LaFzqIAF,OK
003Rh00000LaFzrIAF,OK
003Rh00000LaFzsIAF,OK
003Rh00000LaFztIAF,OK
003Rh00000LaFzuIAF,OK
003Rh00000LaFzvIAF,OK
003Rh00000LaFzwIAF,Delete
003Rh00000LaFzxIAF,OK
003Rh00000LaFzyIAF,OK
003Rh00000LaFzzIAF,OK
003Rh00000LaG00IAF,OK
003Rh00000LaG01IAF,OK
003Rh00000LaG02IAF,OK
003Rh00000LaG03IAF,OK
003Rh00000LaG04IAF,OK
003Rh00000LaG05IAF,OK
003Rh00000LaG06IAF,Duplicate
003Rh00000LaG07IAF,OK
003Rh00000LaG08IAF,OK
003Rh00000LaG09IAF,OK
003Rh00000LaG0AIAV,OK
003Rh00000LaG0BIAV,OK
003Rh00000LaG0CIAV,OK
003Rh00000LaG0DIAV,OK
003Rh00000LaG0FIAV,OK
003Rh00000LaG0GIAV,OK
003Rh00000LaG0HIAV,OK
003Rh00000LaG0IIAV,Duplicate
003Rh00000LaG0JIAV,Duplicate
003Rh00000LaG0KIAV,Duplicate
003Rh00000LaG0LIAV,OK
003Rh00000LaG0MIAV,Delete
003Rh00000LaG0NIAV,Delete
003Rh00000LaG0OIAV,Duplicate
003Rh00000LaG0PIAV,OK
003Rh00000LaG0QIAV,OK
003Rh00000LaG0RIAV,OK
003Rh00000LaG0SIAV,OK
003Rh00000LaG0TIAV,OK
003Rh00000LaG0UIAV,OK
003Rh00000LaG0VIAV,OK
003Rh00000LaG0WIAV,OK
003Rh00000LaG0XIAV,OK
003Rh00000LaG0YIAV,OK
003Rh00000LaG0ZIAV,OK
003Rh00000LaG0aIAF,OK
003Rh00000LaG0bIAF,OK
003Rh00000LaG0cIAF,OK
003Rh00000LaG0dIAF,OK
003Rh00000LaG0eIAF,OK
003Rh00000LaG0fIAF,OK
003Rh00000LaG0gIAF,OK
003Rh00000LaG0hIAF,OK
003Rh00000LaG0iIAF,OK
003Rh00000LaG0jIAF,OK
003Rh00000LaG0kIAF,OK
003Rh00000LaG0lIAF,OK
003Rh00000LaG0mIAF,OK
003Rh00000LaG0nIAF,OK
003Rh00000LaG0oIAF,Delete
003Rh00000LaG0pIAF,OK
003Rh00000LaG0qIAF,OK
003Rh00000LaG0rIAF,OK
003Rh00000LaG0sIAF,OK
003Rh00000LaG0tIAF,OK
003Rh00000LaG0uIAF,Duplicate
003Rh00000LaG0vIAF,OK
003Rh00000LaG0wIAF,OK
003Rh00000LaG0xIAF,OK
003Rh00000LaG0yIAF,OK
003Rh00000LaG0zIAF,OK
003Rh00000LaG10IAF,OK
003Rh00000LaG11IAF,OK
003Rh00000LaG12IAF,OK
003Rh00000LaG13IAF,OK
003Rh00000LaG14IAF,OK
003Rh00000LaG15IAF,Duplicate
003Rh00000LaG16IAF,OK
003Rh00000LaG17IAF,OK
003Rh00000LaG18IAF,OK
003Rh00000LaG19IAF,OK
003Rh00000LaG1AIAV,OK
003Rh00000LaG1BIAV,OK
003Rh00000LaG1CIAV,OK
003Rh00000LaG1DIAV,OK
003Rh00000LaG1EIAV,OK
003Rh00000LaG1FIAV,OK
003Rh00000LaG1GIAV,OK
003Rh00000LaG1HIAV,OK
003Rh00000LaG1IIAV,OK
003Rh00000LaG1JIAV,OK
003Rh00000LaG1KIAV,OK
003Rh00000LaG1LIAV,OK
003Rh00000LaG1MIAV,OK
003Rh00000LaG1NIAV,OK
003Rh00000LaG1OIAV,OK
003Rh00000LaG1PIAV,OK
003Rh00000LaG1QIAV,OK
003Rh00000LaG1RIAV,OK
003Rh00000LaG1SIAV,OK
003Rh00000LaG1TIAV,OK
003Rh00000LaG1UIAV,OK
003Rh00000LaG1VIAV,OK
003Rh00000LaG1WIAV,OK
003Rh00000LaG1XIAV,OK
003Rh00000LaG1YIAV,OK
003Rh00000LaG1ZIAV,Delete
003Rh00000LaG1aIAF,Delete
003Rh00000LaG1bIAF,OK
003Rh00000LaG1cIAF,OK
003Rh00000LaG1dIAF,OK
003Rh00000LaG1eIAF,OK
003Rh00000LaG1fIAF,OK
003Rh00000LaG1gIAF,OK
003Rh00000LaG1hIAF,OK
003Rh00000LaG1iIAF,Delete
003Rh00000LaG1jIAF,OK
003Rh00000LaG1kIAF,OK
003Rh00000LaG1lIAF,OK
003Rh00000LaG1mIAF,OK
003Rh00000LaG1nIAF,OK
003Rh00000LaG1oIAF,OK
003Rh00000LaG1pIAF,OK
003Rh00000LaG1qIAF,OK
003Rh00000LaG1rIAF,OK
003Rh00000LaG1sIAF,OK
003Rh00000LaG1tIAF,OK
003Rh00000LaG1uIAF,OK
003Rh00000LaG1vIAF,OK
003Rh00000LaG1wIAF,OK
003Rh00000LaG1xIAF,OK
003Rh00000LaG1yIAF,OK
003Rh00000LaG1zIAF,OK
003Rh00000LaG20IAF,OK
003Rh00000LaG21IAF,OK
003Rh00000LaG22IAF,OK
003Rh00000LaG23IAF,OK
003Rh00000LaG24IAF,OK
003Rh00000LaG25IAF,Duplicate
003Rh00000LaG26IAF,OK
003Rh00000LaG27IAF,OK
003Rh00000LaG28IAF,OK
003Rh00000LaG29IAF,Delete
003Rh00000LaG2AIAV,OK
003Rh00000LaG2BIAV,Duplicate
003Rh00000LaG2CIAV,OK
003Rh00000LaG2DIAV,OK
003Rh00000LaG2EIAV,OK
003Rh00000LaG2FIAV,OK
003Rh00000LaG2GIAV,OK
003Rh00000LaG2HIAV,OK
003Rh00000LaG2IIAV,OK
003Rh00000LaG2JIAV,OK
003Rh00000LaG2KIAV,OK
003Rh00000LaG2LIAV,OK
003Rh00000LaG2MIAV,OK
003Rh00000LaG5OIAV,OK
003Rh00000LaG5PIAV,OK
003Rh00000LaG5QIAV,OK
003Rh00000LaG5RIAV,OK
003Rh00000LaG5SIAV,Duplicate
003Rh00000LaG5TIAV,OK
003Rh00000LaG5UIAV,OK
003Rh00000LaG5VIAV,OK
003Rh00000LaG5WIAV,Delete
003Rh00000LaG5XIAV,OK
003Rh00000LaG5YIAV,OK
003Rh00000LaG5ZIAV,OK
003Rh00000LaG5aIAF,OK
003Rh00000LaG5bIAF,OK
003Rh00000LaG5cIAF,OK
003Rh00000LaG5dIAF,OK
003Rh00000LaG5eIAF,OK
003Rh00000LaG5fIAF,OK
003Rh00000LaG5gIAF,OK
003Rh00000LaG5hIAF,OK
003Rh00000LaG5iIAF,OK
003Rh00000LaG5jIAF,OK
003Rh00000LaG5kIAF,OK
003Rh00000LaG5lIAF,OK
