Id,Clean_Status__c,Delete_Reason__c,Sync_Status__c
0033j00003wPRgBAAW,Duplicate,Master: 0033j00003zjBQkAAM,Not Synced
0033j00003wPRgCAAW,OK,,
0033j00003wPRgDAAW,OK,,
0033j00003wPRgEAAW,OK,,
0033j00003wPRgFAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRgGAAW,OK,,
0033j00003wPRgHAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRgJAAW,OK,,
0033j00003wPRgKAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRgLAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRgNAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRgQAAW,Duplicate,Master: 0033j00003wPS83AAG,Not Synced
0033j00003wPRgTAAW,Duplicate,Master: 0033j00003wPRrMAAW,Not Synced
0033j00003wPRgUAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRgVAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRgWAAW,Duplicate,Master: 0033j00003wPSLhAAO,Not Synced
0033j00003wPRgXAAW,OK,,
0033j00003wPRgYAAW,OK,,
0033j00003wPRgZAAW,OK,,
0033j00003wPRjOAAW,Duplicate,Master: 0032A00002azrlXQAQ,Not Synced
0033j00003wPRjPAAW,OK,,
0033j00003wPRjQAAW,Duplicate,Master: 0033j00003wPSzkAAG,Not Synced
0033j00003wPRjRAAW,Duplicate,Master: 0033j00003wP1C5AAK,Not Synced
0033j00003wPRjSAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRjTAAW,OK,,
0033j00003wPRjUAAW,Duplicate,Master: 0033j00003wPR6RAAW,Not Synced
0033j00003wPRjVAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRjWAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRjXAAW,OK,,
0033j00003wPRjYAAW,OK,,
0033j00003wPRjaAAG,Duplicate,Master: 0033j00003wPSLhAAO,Not Synced
0033j00003wPRjcAAG,Duplicate,Master: 0033j00003wPRkZAAW,Not Synced
0033j00003wPRjdAAG,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRjeAAG,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRjfAAG,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRjgAAG,OK,,
0033j00003wPRjhAAG,OK,,
0033j00003wPRjiAAG,OK,,
0033j00003wPRjjAAG,OK,,
0033j00003wPRjkAAG,OK,,
0033j00003wPRjlAAG,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRjmAAG,OK,,
0033j00003wPRjnAAG,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRjoAAG,OK,,
0033j00003wPRjpAAG,OK,,
0033j00003wPRjrAAG,OK,,
0033j00003wPRjsAAG,OK,,
0033j00003wPRjtAAG,OK,,
0033j00003wPRjuAAG,OK,,
0033j00003wPRjvAAG,OK,,
0033j00003wPRjwAAG,Duplicate,Master: 0033j00003wPSUoAAO,Not Synced
0033j00003wPRjxAAG,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRjyAAG,Duplicate,Master: 0033j00003zjBQkAAM,Not Synced
0033j00003wPRk0AAG,OK,,
0033j00003wPRk2AAG,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRk3AAG,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRk5AAG,Duplicate,Master: 003Rh00000LRyqTIAT,Not Synced
0033j00003wPRk6AAG,Duplicate,Master: 0033j00003wPT31AAG,Not Synced
0033j00003wPRk7AAG,Duplicate,Master: 0033j00003wPRjrAAG,Not Synced
0033j00003wPRk8AAG,Duplicate,Master: 0033j00003wPRjrAAG,Not Synced
0033j00003wPRk9AAG,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRkAAAW,Duplicate,Master: 0033j00003zjBw5AAE,Not Synced
0033j00003wPRkBAAW,OK,,
0033j00003wPRkCAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRkDAAW,OK,,
0033j00003wPRkEAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRkFAAW,OK,,
0033j00003wPRkGAAW,OK,,
0033j00003wPRkHAAW,OK,,
0033j00003wPRkIAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRkJAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRkKAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRkLAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRkMAAW,OK,,
0033j00003wPRkNAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRkPAAW,OK,,
0033j00003wPRkQAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRkTAAW,OK,,
0033j00003wPRkUAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRkVAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRkWAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRkXAAW,OK,,
0033j00003wPRkYAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRkZAAW,OK,,
0033j00003wPRkaAAG,OK,,
0033j00003wPRkbAAG,OK,,
0033j00003wPRkcAAG,OK,,
0033j00003wPRkdAAG,OK,,
0033j00003wPRkeAAG,OK,,
0033j00003wPRkgAAG,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRkhAAG,Duplicate,Master: 0033j00003wPRjrAAG,Not Synced
0033j00003wPRkiAAG,OK,,
0033j00003wPRkjAAG,Duplicate,Master: 0033j00003wPRjrAAG,Not Synced
0033j00003wPRkkAAG,OK,,
0033j00003wPRkmAAG,OK,,
0033j00003wPRkoAAG,OK,,
0033j00003wPRkpAAG,Duplicate,Master: 0033j00003wPRZdAAO,Not Synced
0033j00003wPRkqAAG,OK,,
0033j00003wPRkrAAG,Duplicate,Master: 0032A00002az0RyQAI,Not Synced
0033j00003wPRksAAG,OK,,
0033j00003wPRktAAG,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRkuAAG,OK,,
0033j00003wPRkvAAG,Duplicate,Master: 0033j00003wPT2iAAG,Not Synced
0033j00003wPRkwAAG,OK,,
0033j00003wPRkxAAG,OK,,
0033j00003wPRkyAAG,Duplicate,Master: 0033j00003wPSbJAAW,Not Synced
0033j00003wPRkzAAG,OK,,
0033j00003wPRl0AAG,Duplicate,Master: 0032A00002az3rzQAA,Not Synced
0033j00003wPRl1AAG,Duplicate,Master: 003Rh000000fG5jIAE,Not Synced
0033j00003wPRl2AAG,OK,,
0033j00003wPRl3AAG,OK,,
0033j00003wPRl4AAG,OK,,
0033j00003wPRl5AAG,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRl8AAG,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRl9AAG,OK,,
0033j00003wPRlAAAW,OK,,
0033j00003wPRlBAAW,Duplicate,Master: 0033j00003zjBRzAAM,Not Synced
0033j00003wPRlCAAW,OK,,
0033j00003wPRlDAAW,OK,,
0033j00003wPRlEAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRlFAAW,OK,,
0033j00003wPRlGAAW,Duplicate,Master: 0033j00003wPRxqAAG,Not Synced
0033j00003wPRlHAAW,Duplicate,Master: 0033j00003wPT2gAAG,Not Synced
0033j00003wPRlIAAW,OK,,
0033j00003wPRlJAAW,Duplicate,Master: 0033j00003wPSXEAA4,Not Synced
0033j00003wPRlKAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRlLAAW,OK,,
0033j00003wPRlMAAW,OK,,
0033j00003wPRlOAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRlPAAW,OK,,
0033j00003wPRlQAAW,OK,,
0033j00003wPRlRAAW,OK,,
0033j00003wPRlTAAW,OK,,
0033j00003wPRlUAAW,OK,,
0033j00003wPRlWAAW,OK,,
0033j00003wPRlXAAW,Duplicate,Master: 0033j00003wPRkqAAG,Not Synced
0033j00003wPRlYAAW,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRlZAAW,OK,,
0033j00003wPRlbAAG,OK,,
0033j00003wPRleAAG,Duplicate,Master: 0033j00003wPRrTAAW,Not Synced
0033j00003wPRlfAAG,OK,,
0033j00003wPRlgAAG,Delete,No Activity 3+ Years,Not Synced
0033j00003wPRlhAAG,Duplicate,Master: 003Rh00000IXSZWIA5,Not Synced
0033j00003wPRliAAG,OK,,
0033j00003wPRljAAG,Duplicate,Master: 0032A00002az0GmQAI,Not Synced
0033j00003wPRllAAG,OK,,
0033j00003wPRlmAAG,OK,,
