Id,Clean_Status__c,Delete_Reason__c,Sync_Status__c
0033j00004B1rqtAAB,Delete,No Email or Phone,Not Synced
0033j00004B1rquAAB,Delete,No Email or Phone,Not Synced
0033j00004B1rqvAAB,Delete,No Email or Phone,Not Synced
0033j00004B1rqwAAB,Delete,No Email or Phone,Not Synced
0033j00004B1rqxAAB,Delete,No Email or Phone,Not Synced
0033j00004B1rqyAAB,Delete,No Email or Phone,Not Synced
0033j00004B1rqzAAB,Delete,No Email or Phone,Not Synced
0033j00004B1rr0AAB,Delete,No Email or Phone,Not Synced
0033j00004B1rr1AAB,Delete,No Email or Phone,Not Synced
0033j00004B1rr2AAB,Delete,No Email or Phone,Not Synced
0033j00004B1rrLAAR,Duplicate,Master: 0032A00002aznYOQAY,Not Synced
0033j00004B1rrMAAR,Delete,No Email or Phone,Not Synced
0033j00004B1rrNAAR,Delete,No Email or Phone,Not Synced
0033j00004B1rrOAAR,Delete,No Email or Phone,Not Synced
0033j00004B1rrPAAR,Delete,No Email or Phone,Not Synced
0033j00004B1rrQAAR,Delete,No Email or Phone,Not Synced
0033j00004B1rrRAAR,Delete,No Email or Phone,Not Synced
0033j00004B1rrSAAR,Delete,No Email or Phone,Not Synced
0033j00004B1rrTAAR,Delete,No Email or Phone,Not Synced
0033j00004B1rrUAAR,Delete,No Email or Phone,Not Synced
0033j00004B1rrVAAR,Delete,No Email or Phone,Not Synced
0033j00004B1rrWAAR,Delete,No Email or Phone,Not Synced
0033j00004B1rrXAAR,Duplicate,Master: 0032A00002az0ijQAA,Not Synced
0033j00004B1rrYAAR,Delete,No Email or Phone,Not Synced
0033j00004B1rrZAAR,Delete,No Email or Phone,Not Synced
0033j00004B1rraAAB,Duplicate,Master: 0032A00002az1doQAA,Not Synced
0033j00004B1rrbAAB,Duplicate,Master: 0032A00002az1doQAA,Not Synced
0033j00004B1rrcAAB,Duplicate,Master: 0032A00002az1doQAA,Not Synced
0033j00004B1rsTAAR,Delete,No Email or Phone,Not Synced
0033j00004B1rsUAAR,Duplicate,Master: 0033j00003fBTNdAAO,Not Synced
0033j00004B1rsVAAR,Delete,No Email or Phone,Not Synced
0033j00004B1rsWAAR,Delete,No Email or Phone,Not Synced
0033j00004B1rsXAAR,Delete,No Email or Phone,Not Synced
0033j00004B1rsYAAR,Delete,No Email or Phone,Not Synced
0033j00004B1rsZAAR,Delete,No Email or Phone,Not Synced
0033j00004B1rsaAAB,Delete,No Email or Phone,Not Synced
0033j00004B1rsbAAB,Delete,No Email or Phone,Not Synced
0033j00004B1rscAAB,Delete,No Email or Phone,Not Synced
0033j00004B1rsdAAB,Delete,No Email or Phone,Not Synced
0033j00004B1rseAAB,Delete,No Email or Phone,Not Synced
0033j00004B1rsfAAB,Delete,No Email or Phone,Not Synced
0033j00004B1rsgAAB,Delete,No Email or Phone,Not Synced
0033j00004B1rsiAAB,Delete,No Email or Phone,Not Synced
0033j00004B1rsjAAB,Delete,No Email or Phone,Not Synced
