Id,Clean_Status__c,Delete_Reason__c
0032A00002az0GCQAY,Delete,No Activity 3+ Years
0032A00002az0GDQAY,OK,
0032A00002az0GEQAY,Duplicate,Master: 0032A00002az0TaQAI
0032A00002az0GFQAY,Archive,Old Inactive Contact
0032A00002az0GGQAY,Archive,Old Inactive Contact
0032A00002az0GHQAY,Delete,No Activity 3+ Years
0032A00002az0GIQAY,Delete,No Activity 3+ Years
0032A00002az0GJQAY,Delete,No Activity 3+ Years
0032A00002az0GKQAY,Duplicate,Master: 0032A00002ayyixQAA
0032A00002az0GLQAY,Delete,No Activity 3+ Years
0032A00002az0GMQAY,Archive,Old Inactive Contact
0032A00002az0GOQAY,Delete,No Activity 3+ Years
0032A00002az0GPQAY,Delete,No Activity 3+ Years
0032A00002az0GQQAY,Delete,No Activity 3+ Years
0032A00002az0GRQAY,Duplicate,Master: 0032A00002ayzDeQAI
0032A00002az0GSQAY,Delete,No Activity 3+ Years
0032A00002az0GTQAY,Delete,Inactive 3+ Years
0032A00002az0GUQAY,OK,
0032A00002az0GVQAY,OK,
0032A00002az0GWQAY,Archive,Old Inactive Contact
0032A00002az0GXQAY,Duplicate,Master: 0032A00002az0ztQAA
0032A00002az0GYQAY,Archive,Old Inactive Contact
0032A00002az0GZQAY,Delete,No Activity 3+ Years
0032A00002az0GaQAI,Duplicate,Master: 003Rh00000HO7umIAD
0032A00002az0GbQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002az0GcQAI,Archive,Old Inactive Contact
0032A00002az0GdQAI,Delete,No Activity 3+ Years
0032A00002az0GeQAI,Archive,Old Inactive Contact
0032A00002az0GfQAI,Archive,Old Inactive Contact
0032A00002az0GgQAI,Delete,No Activity 3+ Years
0032A00002az0GiQAI,Delete,No Activity 3+ Years
0032A00002az0GjQAI,Duplicate,Master: 0032A00002SGZdaQAH
0032A00002az0GkQAI,Delete,No Activity 3+ Years
0032A00002az0GlQAI,Delete,No Activity 3+ Years
0032A00002az0GmQAI,OK,
0032A00002az0GnQAI,Archive,Old Inactive Contact
0032A00002az0GoQAI,Delete,No Activity 3+ Years
0032A00002az0GpQAI,Delete,No Activity 3+ Years
0032A00002az0GqQAI,Delete,No Activity 3+ Years
0032A00002az0GrQAI,Delete,No Activity 3+ Years
0032A00002az0GsQAI,Delete,No Activity 3+ Years
0032A00002az0GtQAI,Delete,No Activity 3+ Years
0032A00002az0GuQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002az0GvQAI,Archive,Old Inactive Contact
0032A00002az0GwQAI,Archive,Old Inactive Contact
0032A00002az0GxQAI,Archive,Old Inactive Contact
0032A00002az0GyQAI,Duplicate,Master: 0032A00002azoRXQAY
0032A00002az0GzQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002az0H0QAI,Delete,No Activity 3+ Years
0032A00002az0H1QAI,Duplicate,Master: 0032A00002az2fCQAQ
0032A00002az0H2QAI,Archive,Old Inactive Contact
0032A00002az0H3QAI,Delete,No Activity 3+ Years
0032A00002az0H4QAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002az0H5QAI,Duplicate,Master: 0032A00002ayznrQAA
0032A00002az0H6QAI,Duplicate,Master: 0032A00002az4SMQAY
0032A00002az0H7QAI,Delete,No Activity 3+ Years
0032A00002az0H8QAI,Archive,Old Inactive Contact
0032A00002az0H9QAI,OK,
0032A00002az0HAQAY,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002az0HBQAY,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002az0HCQAY,OK,
0032A00002az0HDQAY,Archive,Old Inactive Contact
0032A00002az0HFQAY,OK,
0032A00002az0HGQAY,Delete,No Activity 3+ Years
0032A00002az0HHQAY,Delete,No Activity 3+ Years
0032A00002az0HIQAY,Delete,No Activity 3+ Years
0032A00002az0HJQAY,Archive,Old Inactive Contact
0032A00002az0HKQAY,Delete,No Activity 3+ Years
0032A00002az0HLQAY,Archive,Old Inactive Contact
0032A00002az0HMQAY,Delete,No Activity 3+ Years
0032A00002az0HOQAY,OK,
0032A00002az0HPQAY,Delete,No Activity 3+ Years
0032A00002az0HQQAY,Duplicate,Master: 0032A00002az15RQAQ
0032A00002az0HRQAY,Archive,Old Inactive Contact
0032A00002az0HSQAY,Delete,No Activity 3+ Years
0032A00002az0HTQAY,Delete,No Activity 3+ Years
0032A00002az0HUQAY,OK,
0032A00002az0HVQAY,Delete,No Activity 3+ Years
0032A00002az0HWQAY,Delete,No Activity 3+ Years
0032A00002az0HXQAY,Delete,No Activity 3+ Years
0032A00002az0HYQAY,Delete,No Activity 3+ Years
0032A00002az0HZQAY,Archive,Old Inactive Contact
0032A00002az0HaQAI,Delete,No Activity 3+ Years
0032A00002az0HbQAI,Archive,Old Inactive Contact
0032A00002az0HcQAI,Archive,Old Inactive Contact
0032A00002az0HdQAI,Duplicate,Master: 003Rh00000L7aE2IAJ
0032A00002az0HeQAI,OK,
0032A00002az0HfQAI,Archive,Old Inactive Contact
0032A00002az0HgQAI,Delete,No Activity 3+ Years
0032A00002az0HhQAI,Delete,No Activity 3+ Years
0032A00002az0HiQAI,OK,
0032A00002az0HjQAI,Delete,No Activity 3+ Years
0032A00002az0HkQAI,Delete,No Activity 3+ Years
0032A00002az0HlQAI,Delete,No Activity 3+ Years
0032A00002az0HmQAI,Delete,No Activity 3+ Years
0032A00002az0HnQAI,Duplicate,Master: 0032A00002ayz5tQAA
0032A00002az0HoQAI,Delete,No Activity 3+ Years
0032A00002az0HpQAI,Archive,Old Inactive Contact
0032A00002az0HqQAI,Duplicate,Master: 003Rh00000A280YIAR
0032A00002az0HrQAI,Archive,Old Inactive Contact
0032A00002az0HsQAI,Duplicate,Master: 0033j00003wPRgCAAW
0032A00002az0HtQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002az0HvQAI,Delete,No Activity 3+ Years
0032A00002az0HwQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002az0HxQAI,Archive,Old Inactive Contact
0032A00002az0HyQAI,Delete,No Activity 3+ Years
0032A00002az0HzQAI,Delete,Inactive 3+ Years
0032A00002az0I0QAI,Delete,No Activity 3+ Years
0032A00002az0I1QAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002az0I2QAI,Archive,Old Inactive Contact
0032A00002az0I3QAI,OK,
0032A00002az0I4QAI,Delete,No Activity 3+ Years
0032A00002az0I5QAI,Archive,Old Inactive Contact
0032A00002az0I6QAI,Archive,Old Inactive Contact
0032A00002az0I7QAI,Duplicate,Master: 003Rh00000LSOZyIAP
0032A00002az0I8QAI,Archive,Old Inactive Contact
0032A00002az0I9QAI,Archive,Old Inactive Contact
0032A00002az0IAQAY,Archive,Old Inactive Contact
0032A00002az0IBQAY,Delete,No Activity 3+ Years
0032A00002az0ICQAY,Delete,No Activity 3+ Years
0032A00002az0IDQAY,OK,
0032A00002az0IEQAY,Archive,Old Inactive Contact
0032A00002az0IFQAY,Delete,No Activity 3+ Years
0032A00002az0IGQAY,Delete,No Activity 3+ Years
0032A00002az0IHQAY,OK,
0032A00002az0IIQAY,Delete,No Activity 3+ Years
0032A00002az0IKQAY,OK,
0032A00002az0ILQAY,Archive,Old Inactive Contact
0032A00002az0IMQAY,Delete,No Activity 3+ Years
0032A00002az0INQAY,Delete,No Activity 3+ Years
0032A00002az0IOQAY,Delete,No Activity 3+ Years
0032A00002az0IPQAY,Delete,No Activity 3+ Years
0032A00002az0IQQAY,Delete,No Activity 3+ Years
0032A00002az0IRQAY,Archive,Old Inactive Contact
0032A00002az0ISQAY,Duplicate,Master: 0032A00002az3BEQAY
0032A00002az0ITQAY,Duplicate,Master: 0032A00002az0e7QAA
0032A00002az0IUQAY,Duplicate,Master: 0032A00002az3U7QAI
0032A00002az0IVQAY,Archive,Old Inactive Contact
0032A00002az0IWQAY,Duplicate,Master: 0032A00002azrdXQAQ
0032A00002az0IXQAY,Delete,No Activity 3+ Years
0032A00002az0IYQAY,Delete,No Email or Phone
0032A00002az0IZQAY,Archive,Old Inactive Contact
0032A00002az0IaQAI,Archive,Old Inactive Contact
0032A00002az0IbQAI,Archive,Old Inactive Contact
0032A00002az0IcQAI,Archive,Old Inactive Contact
0032A00002az0IdQAI,Delete,No Activity 3+ Years
0032A00002az0IeQAI,Archive,Old Inactive Contact
0032A00002az0IfQAI,Delete,No Activity 3+ Years
0032A00002az0IgQAI,Archive,Old Inactive Contact
0032A00002az0IhQAI,Delete,No Activity 3+ Years
0032A00002az0IiQAI,Delete,No Activity 3+ Years
0032A00002az0IjQAI,Delete,No Activity 3+ Years
0032A00002az0IkQAI,Archive,Old Inactive Contact
0032A00002az0IlQAI,Delete,No Activity 3+ Years
0032A00002az0ImQAI,Delete,No Activity 3+ Years
0032A00002az0InQAI,Archive,Old Inactive Contact
0032A00002az0IoQAI,Archive,Old Inactive Contact
0032A00002az0IpQAI,Archive,Old Inactive Contact
0032A00002az0IqQAI,Delete,No Activity 3+ Years
0032A00002az0IrQAI,Delete,No Activity 3+ Years
0032A00002az0IsQAI,Archive,Old Inactive Contact
0032A00002az0ItQAI,Delete,No Activity 3+ Years
0032A00002az0IuQAI,Duplicate,Master: 0032A00002azqw6QAA
0032A00002az0IvQAI,Delete,No Activity 3+ Years
0032A00002az0IwQAI,Archive,Old Inactive Contact
0032A00002az0IxQAI,Archive,Old Inactive Contact
0032A00002az0IyQAI,Duplicate,Master: 003Rh00000LaGeDIAV
0032A00002az0IzQAI,Duplicate,Master: 0032A00002ayzZpQAI
0032A00002az0J0QAI,Delete,No Activity 3+ Years
0032A00002az0J1QAI,Archive,Old Inactive Contact
0032A00002az0J3QAI,Archive,Old Inactive Contact
0032A00002az0J4QAI,Duplicate,Master: 003Rh00000LaxOzIAJ
0032A00002az0J5QAI,Delete,No Activity 3+ Years
0032A00002az0J6QAI,Delete,No Activity 3+ Years
0032A00002az0J7QAI,Delete,No Email or Phone
0032A00002az0J8QAI,Archive,Old Inactive Contact
0032A00002az0J9QAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002az0JAQAY,Archive,Old Inactive Contact
0032A00002az0JBQAY,Delete,No Activity 3+ Years
0032A00002az0JCQAY,Archive,Old Inactive Contact
0032A00002az0JDQAY,Duplicate,Master: 0032A00002e1BFqQAM
0032A00002az0JFQAY,Delete,No Activity 3+ Years
0032A00002az0JGQAY,Duplicate,Master: 0033j00003wObAaAAK
0032A00002az0JHQAY,Duplicate,Master: 0032A00002azofcQAA
0032A00002az0JIQAY,Archive,Old Inactive Contact
0032A00002az0JJQAY,Archive,Old Inactive Contact
0032A00002az0JKQAY,Archive,Old Inactive Contact
0032A00002az0JLQAY,Delete,No Activity 3+ Years
0032A00002az0JMQAY,Duplicate,Master: 0032A00002az28fQAA
0032A00002az0JNQAY,Archive,Old Inactive Contact
0032A00002az0JOQAY,OK,
0032A00002az0JPQAY,Delete,No Activity 3+ Years
0032A00002az0JQQAY,Duplicate,Master: 003Rh0000031BXfIAM
0032A00002az0JRQAY,Delete,No Activity 3+ Years
0032A00002az0JSQAY,Duplicate,Master: 0032A00002az34MQAQ
0032A00002az0JTQAY,Archive,Old Inactive Contact
0032A00002az0JUQAY,Duplicate,Master: 0032A00002bgSA1QAM
0032A00002az0JVQAY,OK,
0032A00002az0JWQAY,Duplicate,Master: 003Rh00000Equ9HIAR
0032A00002az0JXQAY,Archive,Old Inactive Contact
0032A00002az0JYQAY,Archive,Old Inactive Contact
0032A00002az0JZQAY,Delete,No Activity 3+ Years
0032A00002az0JaQAI,Duplicate,Master: 0032A00002ayzlrQAA
0032A00002az0JbQAI,Archive,Old Inactive Contact
0032A00002az0JcQAI,Archive,Old Inactive Contact
0032A00002az0JdQAI,Duplicate,Master: 0032A00002azpmHQAQ
0032A00002az0JeQAI,Delete,No Activity 3+ Years
0032A00002az0JfQAI,Archive,Old Inactive Contact
0032A00002az0JgQAI,Archive,Old Inactive Contact
0032A00002az0JiQAI,Delete,No Activity 3+ Years
0032A00002az0JjQAI,Delete,No Activity 3+ Years
0032A00002az0JkQAI,Delete,No Activity 3+ Years
0032A00002az0JlQAI,Delete,No Activity 3+ Years
0032A00002az0JmQAI,Delete,No Activity 3+ Years
0032A00002az0JnQAI,Duplicate,Master: 0033j000045qD1pAAE
0032A00002az0JoQAI,Archive,Old Inactive Contact
0032A00002az0JpQAI,Delete,No Activity 3+ Years
0032A00002az0JqQAI,Duplicate,Master: 0032A00002az4KTQAY
0032A00002az0JrQAI,Delete,No Activity 3+ Years
0032A00002az0JsQAI,Delete,Inactive 3+ Years
0032A00002az0JtQAI,Archive,Old Inactive Contact
0032A00002az0JuQAI,Archive,Old Inactive Contact
0032A00002az0JvQAI,OK,
0032A00002az0JwQAI,Archive,Old Inactive Contact
0032A00002az0JxQAI,Archive,Old Inactive Contact
0032A00002az0JyQAI,Delete,No Activity 3+ Years
0032A00002az0JzQAI,Delete,No Activity 3+ Years
0032A00002az0K0QAI,Archive,Old Inactive Contact
0032A00002az0K1QAI,Duplicate,Master: 0032A00002ayzH1QAI
0032A00002az0K2QAI,Duplicate,Master: 0032A00002az4MtQAI
0032A00002az0K3QAI,Delete,No Activity 3+ Years
0032A00002az0K4QAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002az0K5QAI,OK,
0032A00002az0K6QAI,Duplicate,Master: 0032A00002ayzH1QAI
0032A00002az0K7QAI,Archive,Old Inactive Contact
0032A00002az0K8QAI,Archive,Old Inactive Contact
0032A00002az0K9QAI,Delete,No Activity 3+ Years
0032A00002az0KAQAY,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002az0KBQAY,Delete,No Activity 3+ Years
0032A00002az0KCQAY,Archive,Old Inactive Contact
0032A00002az0KDQAY,Delete,No Activity 3+ Years
0032A00002az0KEQAY,Delete,No Activity 3+ Years
0032A00002az0KFQAY,Archive,Old Inactive Contact
0032A00002az0KGQAY,Archive,Old Inactive Contact
0032A00002az0KWQAY,Delete,No Activity 3+ Years
0032A00002az0KXQAY,Delete,No Activity 3+ Years
0032A00002az0KYQAY,Delete,No Activity 3+ Years
0032A00002az0KZQAY,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002az0KaQAI,Archive,Old Inactive Contact
0032A00002az0KbQAI,Archive,Old Inactive Contact
0032A00002az0KcQAI,Delete,No Activity 3+ Years
0032A00002az0KdQAI,Duplicate,Master: 0032A00002azojmQAA
0032A00002az0KeQAI,Delete,No Activity 3+ Years
0032A00002az0KfQAI,Delete,No Activity 3+ Years
0032A00002az0KgQAI,Delete,No Activity 3+ Years
0032A00002az0KhQAI,Delete,No Activity 3+ Years
0032A00002az0KiQAI,Delete,No Activity 3+ Years
0032A00002az0KjQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002az0KkQAI,Archive,Old Inactive Contact
0032A00002az0KlQAI,Delete,No Activity 3+ Years
0032A00002az0KmQAI,Archive,Old Inactive Contact
0032A00002az0KnQAI,Archive,Old Inactive Contact
0032A00002az0KoQAI,Archive,Old Inactive Contact
0032A00002az0KpQAI,Delete,No Activity 3+ Years
0032A00002az0KqQAI,Delete,No Activity 3+ Years
0032A00002az0KrQAI,Delete,No Activity 3+ Years
0032A00002az0KsQAI,Delete,Inactive 3+ Years
0032A00002az0KtQAI,Delete,No Activity 3+ Years
0032A00002az0KuQAI,Delete,No Activity 3+ Years
0032A00002az0KvQAI,Duplicate,Master: 0032A00002ayz5YQAQ
0032A00002az0KwQAI,Duplicate,Master: 0033j00003wOq8vAAC
0032A00002az0KxQAI,Archive,Old Inactive Contact
0032A00002az0KyQAI,Delete,No Activity 3+ Years
0032A00002az0KzQAI,Archive,Old Inactive Contact
0032A00002az0L0QAI,Archive,Old Inactive Contact
0032A00002az0L1QAI,Archive,Old Inactive Contact
0032A00002az0L2QAI,Duplicate,Master: 0032A00002az1aVQAQ
0032A00002az0L3QAI,Delete,No Activity 3+ Years
0032A00002az0L4QAI,Delete,No Email or Phone
0032A00002az0L5QAI,Duplicate,Master: 0032A00002ayz47QAA
0032A00002az0L6QAI,Archive,Old Inactive Contact
0032A00002az0L7QAI,Delete,No Activity 3+ Years
0032A00002az0L8QAI,Archive,Old Inactive Contact
0032A00002az0L9QAI,Archive,Old Inactive Contact
0032A00002az0LAQAY,Duplicate,Master: 0032A00002ayznrQAA
0032A00002az0LBQAY,Delete,No Activity 3+ Years
0032A00002az0LCQAY,Archive,Old Inactive Contact
0032A00002az0LDQAY,Delete,No Activity 3+ Years
0032A00002az0LEQAY,Delete,No Activity 3+ Years
0032A00002az0LFQAY,Archive,Old Inactive Contact
0032A00002az0LHQAY,Delete,No Activity 3+ Years
0032A00002az0LIQAY,Delete,No Activity 3+ Years
0032A00002az0LJQAY,Archive,Old Inactive Contact
0032A00002az0LKQAY,Delete,No Activity 3+ Years
0032A00002az0LLQAY,Delete,No Activity 3+ Years
0032A00002az0LMQAY,OK,
0032A00002az0LNQAY,Archive,Old Inactive Contact
0032A00002az0LOQAY,Delete,No Activity 3+ Years
0032A00002az0LPQAY,Duplicate,Master: 0032A00002az1eNQAQ
0032A00002az0LQQAY,OK,
0032A00002az0LRQAY,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002az0LSQAY,OK,
0032A00002az0LTQAY,Archive,Old Inactive Contact
0032A00002az0LUQAY,Archive,Old Inactive Contact
0032A00002az0LVQAY,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002az0LWQAY,OK,
0032A00002az0LXQAY,OK,
0032A00002az0LYQAY,Archive,Old Inactive Contact
0032A00002az0LZQAY,Delete,No Activity 3+ Years
0032A00002az0LaQAI,Delete,No Activity 3+ Years
0032A00002az0LbQAI,Archive,Old Inactive Contact
0032A00002az0LcQAI,Delete,No Activity 3+ Years
0032A00002az0LdQAI,Archive,Old Inactive Contact
0032A00002az0LeQAI,Archive,Old Inactive Contact
0032A00002az0LgQAI,Archive,Old Inactive Contact
0032A00002az0LhQAI,Delete,No Activity 3+ Years
0032A00002az0LiQAI,Delete,No Activity 3+ Years
0032A00002az0LjQAI,Delete,No Activity 3+ Years
0032A00002az0LkQAI,Archive,Old Inactive Contact
0032A00002az0LlQAI,Duplicate,Master: 003Rh00000LawChIAJ
0032A00002az0LmQAI,Delete,No Activity 3+ Years
0032A00002az0LnQAI,Delete,No Activity 3+ Years
0032A00002az0LoQAI,Archive,Old Inactive Contact
0032A00002az0LpQAI,Delete,No Activity 3+ Years
0032A00002az0LqQAI,Delete,No Email or Phone
0032A00002az0LrQAI,Delete,No Activity 3+ Years
0032A00002az0LsQAI,Delete,No Activity 3+ Years
0032A00002az0LtQAI,Delete,No Activity 3+ Years
0032A00002az0LuQAI,OK,
0032A00002az0LvQAI,Delete,No Activity 3+ Years
0032A00002az0LwQAI,Delete,No Activity 3+ Years
0032A00002az0LxQAI,Delete,No Activity 3+ Years
0032A00002az0LyQAI,Archive,Old Inactive Contact
0032A00002az0LzQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002az0M0QAI,Delete,No Activity 3+ Years
0032A00002az0M1QAI,Archive,Old Inactive Contact
0032A00002az0M2QAI,Delete,No Activity 3+ Years
0032A00002az0M3QAI,Archive,Old Inactive Contact
0032A00002az0M4QAI,Delete,No Activity 3+ Years
0032A00002az0M5QAI,Duplicate,Master: 0032A00002az202QAA
0032A00002az0M6QAI,Archive,Old Inactive Contact
0032A00002az0M7QAI,Duplicate,Master: 003Rh00000CVrVlIAL
0032A00002az0M8QAI,Duplicate,Master: 0032A00002azmNSQAY
0032A00002az0M9QAI,OK,
0032A00002az0MAQAY,Duplicate,Master: 0032A00002azodDQAQ
0032A00002az0MBQAY,Delete,No Activity 3+ Years
0032A00002az0MCQAY,Archive,Old Inactive Contact
0032A00002az0MDQAY,Archive,Old Inactive Contact
0032A00002az0MEQAY,Archive,Old Inactive Contact
0032A00002az0MFQAY,OK,
0032A00002az0MGQAY,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002az0MHQAY,OK,
0032A00002az0MIQAY,Delete,No Activity 3+ Years
0032A00002az0MJQAY,Delete,No Activity 3+ Years
0032A00002az0MKQAY,Delete,No Activity 3+ Years
0032A00002az0MLQAY,Delete,No Activity 3+ Years
0032A00002az0MMQAY,Delete,No Activity 3+ Years
0032A00002az0MNQAY,Duplicate,Master: 0032A00002azmgwQAA
0032A00002az0MOQAY,Archive,Old Inactive Contact
0032A00002az0MPQAY,Delete,No Activity 3+ Years
0032A00002az0MQQAY,Delete,No Activity 3+ Years
0032A00002az0MRQAY,Delete,No Activity 3+ Years
0032A00002az0MSQAY,Archive,Old Inactive Contact
0032A00002az0MTQAY,Archive,Old Inactive Contact
0032A00002az0MUQAY,Delete,No Activity 3+ Years
0032A00002az0MVQAY,Duplicate,Master: 0032A00002az3YmQAI
0032A00002az0MWQAY,Archive,Old Inactive Contact
0032A00002az0MXQAY,Duplicate,Master: 0032A00002az0ZhQAI
0032A00002az0MYQAY,Delete,No Activity 3+ Years
0032A00002az0MZQAY,Duplicate,Master: 0032A00002az03fQAA
0032A00002az0MaQAI,OK,
0032A00002az0MbQAI,Delete,No Activity 3+ Years
0032A00002az0McQAI,Archive,Old Inactive Contact
0032A00002az0MdQAI,Delete,No Activity 3+ Years
0032A00002az0MeQAI,Delete,No Activity 3+ Years
0032A00002az0MfQAI,Duplicate,Master: 0032A00002az0afQAA
0032A00002az0MgQAI,Delete,No Activity 3+ Years
0032A00002az0MhQAI,Delete,No Activity 3+ Years
0032A00002az0MiQAI,Archive,Old Inactive Contact
0032A00002az0MjQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002az0MkQAI,Delete,No Activity 3+ Years
0032A00002az0MlQAI,Archive,Old Inactive Contact
0032A00002az0MmQAI,Archive,Old Inactive Contact
0032A00002az0MnQAI,Archive,Old Inactive Contact
0032A00002az0MpQAI,Delete,No Activity 3+ Years
0032A00002az0MqQAI,Delete,No Email or Phone
0032A00002az0MsQAI,Archive,Old Inactive Contact
0032A00002az0MtQAI,Archive,Old Inactive Contact
0032A00002az0MuQAI,Delete,No Activity 3+ Years
0032A00002az0MvQAI,Delete,No Activity 3+ Years
0032A00002az0MwQAI,Delete,No Activity 3+ Years
0032A00002az0MxQAI,Archive,Old Inactive Contact
0032A00002az0MyQAI,Delete,No Activity 3+ Years
0032A00002az0MzQAI,Delete,No Activity 3+ Years
0032A00002az0N0QAI,Duplicate,Master: 003Rh00000EquiBIAR
0032A00002az0N1QAI,Archive,Old Inactive Contact
0032A00002az0N2QAI,Duplicate,Master: 0032A00002az3f6QAA
0032A00002az0N3QAI,Archive,Old Inactive Contact
0032A00002az0N4QAI,Archive,Old Inactive Contact
0032A00002az0N5QAI,Duplicate,Master: 0032A00002onRIqQAM
0032A00002az0N6QAI,Delete,No Activity 3+ Years
0032A00002az0N7QAI,Delete,No Activity 3+ Years
0032A00002az0N8QAI,Duplicate,Master: 0032A00002aznwgQAA
0032A00002az0N9QAI,Archive,Old Inactive Contact
0032A00002az0NAQAY,Delete,No Activity 3+ Years
0032A00002az0NBQAY,Archive,Old Inactive Contact
0032A00002az0NCQAY,Delete,No Activity 3+ Years
0032A00002az0NDQAY,Duplicate,Master: 0032A00002az0jcQAA
0032A00002az0NEQAY,Archive,Old Inactive Contact
0032A00002az0NFQAY,Archive,Old Inactive Contact
0032A00002az0NGQAY,Archive,Old Inactive Contact
0032A00002az0NHQAY,Archive,Old Inactive Contact
