Id,Clean_Status__c
0032A00002aznbBQAQ,OK
0032A00002aznbCQAQ,Delete
0032A00002aznbDQAQ,Delete
0032A00002aznbEQAQ,Delete
0032A00002aznbFQAQ,Delete
0032A00002aznbGQAQ,Delete
0032A00002aznbHQAQ,Archive
0032A00002aznbIQAQ,Archive
0032A00002aznbJQAQ,Delete
0032A00002aznbKQAQ,Delete
0032A00002aznbLQAQ,Archive
0032A00002aznbMQAQ,Duplicate
0032A00002aznbNQAQ,Duplicate
0032A00002aznbOQAQ,Duplicate
0032A00002aznbPQAQ,Delete
0032A00002aznbQQAQ,Duplicate
0032A00002aznbRQAQ,Duplicate
0032A00002aznbSQAQ,Delete
0032A00002aznbTQAQ,Archive
0032A00002aznbUQAQ,Duplicate
0032A00002aznbVQAQ,Archive
0032A00002aznbWQAQ,Duplicate
0032A00002aznbXQAQ,Archive
0032A00002aznbYQAQ,OK
0032A00002aznbZQAQ,Delete
0032A00002aznbaQAA,Delete
0032A00002aznbcQAA,Delete
0032A00002aznbdQAA,Duplicate
0032A00002aznbeQAA,Archive
0032A00002aznbfQAA,Delete
0032A00002aznbgQAA,Archive
0032A00002aznbhQAA,Delete
0032A00002aznbjQAA,Duplicate
0032A00002aznbkQAA,Delete
0032A00002aznblQAA,Duplicate
0032A00002aznbmQAA,Delete
0032A00002aznbnQAA,Delete
0032A00002aznboQAA,Delete
0032A00002aznbpQAA,Archive
0032A00002aznbqQAA,Duplicate
0032A00002aznbrQAA,Duplicate
0032A00002aznbsQAA,Delete
0032A00002aznbtQAA,Duplicate
0032A00002aznbuQAA,Delete
0032A00002aznbvQAA,Delete
0032A00002aznbwQAA,Archive
0032A00002aznbxQAA,Delete
0032A00002aznbyQAA,Duplicate
0032A00002aznbzQAA,Archive
0032A00002aznc0QAA,Delete
0032A00002aznc1QAA,Delete
0032A00002aznc2QAA,Delete
0032A00002aznc3QAA,Delete
0032A00002aznc4QAA,Archive
0032A00002aznc5QAA,Archive
0032A00002aznc6QAA,Delete
0032A00002aznc7QAA,Delete
0032A00002aznc8QAA,Archive
0032A00002aznc9QAA,Duplicate
0032A00002azncAQAQ,Delete
0032A00002azncBQAQ,Delete
0032A00002azncCQAQ,Delete
0032A00002azncDQAQ,Duplicate
0032A00002azncEQAQ,Delete
0032A00002azncFQAQ,Delete
0032A00002azncGQAQ,Archive
0032A00002azncHQAQ,Delete
0032A00002azncIQAQ,Delete
0032A00002azncJQAQ,Delete
0032A00002azncKQAQ,Archive
0032A00002azncLQAQ,Delete
0032A00002azncMQAQ,OK
0032A00002azncNQAQ,Delete
0032A00002azncOQAQ,Archive
0032A00002azncPQAQ,Delete
0032A00002azncQQAQ,Delete
0032A00002azncRQAQ,Duplicate
0032A00002azncSQAQ,Duplicate
0032A00002azncTQAQ,Duplicate
0032A00002azncUQAQ,Delete
0032A00002azncVQAQ,Delete
0032A00002azncWQAQ,Duplicate
0032A00002azncXQAQ,Archive
0032A00002azncYQAQ,Delete
0032A00002azncZQAQ,Delete
0032A00002azncaQAA,Delete
0032A00002azncbQAA,Duplicate
0032A00002aznccQAA,Delete
0032A00002azncdQAA,Delete
0032A00002aznceQAA,Delete
0032A00002azncfQAA,Delete
0032A00002azncgQAA,Duplicate
0032A00002aznchQAA,Archive
0032A00002aznciQAA,Delete
0032A00002azncjQAA,Archive
0032A00002aznckQAA,Archive
0032A00002aznclQAA,Archive
0032A00002azncmQAA,Delete
0032A00002azncnQAA,Delete
0032A00002azncoQAA,Delete
0032A00002azncpQAA,Archive
0032A00002azncqQAA,Duplicate
0032A00002azncrQAA,Delete
0032A00002azncsQAA,Duplicate
0032A00002aznctQAA,Duplicate
0032A00002azncuQAA,Delete
0032A00002azncvQAA,Duplicate
0032A00002azncwQAA,OK
0032A00002azncxQAA,Delete
0032A00002azncyQAA,Archive
0032A00002aznczQAA,Duplicate
0032A00002aznd0QAA,Archive
0032A00002aznd1QAA,Delete
0032A00002aznd2QAA,Delete
0032A00002aznd3QAA,Archive
0032A00002aznd4QAA,Duplicate
0032A00002aznd5QAA,Delete
0032A00002aznd6QAA,Delete
0032A00002aznd7QAA,Archive
0032A00002aznd8QAA,Archive
0032A00002aznd9QAA,Delete
0032A00002azndAQAQ,Archive
0032A00002azndBQAQ,Archive
0032A00002azndCQAQ,Archive
0032A00002azndDQAQ,Archive
0032A00002azndEQAQ,Duplicate
0032A00002azndFQAQ,Duplicate
0032A00002azndGQAQ,Delete
0032A00002azndHQAQ,Delete
0032A00002azndIQAQ,Delete
0032A00002azndJQAQ,Archive
0032A00002azndKQAQ,Delete
0032A00002azndLQAQ,Archive
0032A00002azndMQAQ,Duplicate
0032A00002azndNQAQ,Duplicate
0032A00002azndOQAQ,Duplicate
0032A00002azndPQAQ,Delete
0032A00002azndQQAQ,Archive
0032A00002azndRQAQ,Delete
0032A00002azndSQAQ,Delete
0032A00002azndTQAQ,Archive
0032A00002azndUQAQ,Duplicate
0032A00002azndVQAQ,Duplicate
0032A00002azndWQAQ,Delete
0032A00002azndXQAQ,Delete
0032A00002azndYQAQ,Archive
0032A00002azndZQAQ,OK
0032A00002azndaQAA,Duplicate
0032A00002azndbQAA,Duplicate
0032A00002azndcQAA,Delete
0032A00002aznddQAA,Duplicate
0032A00002azndeQAA,Delete
0032A00002azndfQAA,Delete
