Id,Clean_Status__c,Delete_Reason__c,Sync_Status__c
0033j00004B1x6xAAB,Duplicate,Master: 003Rh000000fG5jIAE,Not Synced
0033j00004B1x6yAAB,Duplicate,Master: 003Rh000000fG5jIAE,Not Synced
0033j00004B1x6zAAB,Delete,No Email or Phone,Not Synced
0033j00004B1x70AAB,Delete,No Email or Phone,Not Synced
0033j00004B1x71AAB,Delete,No Email or Phone,Not Synced
0033j00004B1x73AAB,Delete,No Email or Phone,Not Synced
0033j00004B1x74AAB,Delete,No Email or Phone,Not Synced
0033j00004B1x75AAB,OK,,
0033j00004B1x76AAB,Duplicate,Master: 0032A00002Z0QtfQAF,Not Synced
0033j00004B1x77AAB,Duplicate,Master: 0032A00002Z0QtfQAF,Not Synced
0033j00004B1x78AAB,Delete,No Email or Phone,Not Synced
0033j00004B1x79AAB,Duplicate,Master: 0032A00002Z0QtfQAF,Not Synced
0033j00004B1x7AAAR,Duplicate,Master: 0032A00002Z0QtfQAF,Not Synced
0033j00004B1x7BAAR,Delete,No Email or Phone,Not Synced
0033j00004B1x7CAAR,Duplicate,Master: 003Rh000000fG5jIAE,Not Synced
0033j00004B1x7DAAR,Duplicate,Master: 003Rh000000fG5jIAE,Not Synced
0033j00004B1x88AAB,Delete,No Email or Phone,Not Synced
0033j00004B1x89AAB,Duplicate,Master: 0032A00002azmkFQAQ,Not Synced
0033j00004B1x8AAAR,Delete,No Email or Phone,Not Synced
0033j00004B1x8BAAR,Duplicate,Master: 0032A00002azmkFQAQ,Not Synced
0033j00004B1x8CAAR,Duplicate,Master: 0032A00002azmkFQAQ,Not Synced
0033j00004B1x8DAAR,Delete,No Email or Phone,Not Synced
0033j00004B1x8EAAR,Delete,No Email or Phone,Not Synced
0033j00004B1x8FAAR,Delete,No Email or Phone,Not Synced
0033j00004B1x8GAAR,Delete,No Email or Phone,Not Synced
0033j00004B1x8HAAR,Delete,No Email or Phone,Not Synced
0033j00004B1x8IAAR,Delete,No Email or Phone,Not Synced
0033j00004B1x8JAAR,Delete,No Email or Phone,Not Synced
0033j00004B1x8KAAR,Delete,No Email or Phone,Not Synced
