Id,Clean_Status__c,Delete_Reason__c,Sync_Status__c
0033j00003wOvXrAAK,Delete,No Activity 3+ Years,Not Synced
0033j00003wOvXsAAK,Delete,No Activity 3+ Years,Not Synced
0033j00003wOvXtAAK,Delete,No Activity 3+ Years,Not Synced
0033j00003wOvXuAAK,Delete,No Activity 3+ Years,Not Synced
0033j00003wOvXvAAK,OK,,
0033j00003wOvXwAAK,Duplicate,Master: 0032A00002az4MiQAI,Not Synced
0033j00003wOvXxAAK,Delete,No Activity 3+ Years,Not Synced
0033j00003wOvXyAAK,Delete,No Activity 3+ Years,Not Synced
0033j00003wOvXzAAK,Duplicate,Master: 003Rh0000059rTdIAI,Not Synced
0033j00003wOvY0AAK,Delete,No Activity 3+ Years,Not Synced
0033j00003wOvY1AAK,Delete,No Activity 3+ Years,Not Synced
0033j00003wOvY2AAK,Duplicate,Master: 003Rh0000059rTdIAI,Not Synced
0033j00003wOvY3AAK,Delete,No Activity 3+ Years,Not Synced
0033j00003wOvY4AAK,Delete,No Activity 3+ Years,Not Synced
0033j00003wOvY5AAK,OK,,
0033j00003wOvY6AAK,OK,,
0033j00003wOvY7AAK,Delete,No Activity 3+ Years,Not Synced
0033j00003wOvY8AAK,Duplicate,Master: 0032A00002az0s6QAA,Not Synced
0033j00003wOvY9AAK,Delete,No Activity 3+ Years,Not Synced
0033j00003wOvYAAA0,Delete,No Activity 3+ Years,Not Synced
0033j00003wOvYBAA0,Delete,No Activity 3+ Years,Not Synced
0033j00003wOvYCAA0,Delete,No Activity 3+ Years,Not Synced
0033j00003wOvYDAA0,Delete,No Activity 3+ Years,Not Synced
0033j00003wOvYEAA0,Delete,No Activity 3+ Years,Not Synced
0033j00003wOvYFAA0,Duplicate,Master: 0033j00003zjCU7AAM,Not Synced
0033j00003wOvYGAA0,Duplicate,Master: 0033j00003zjCU7AAM,Not Synced
0033j00003wOvYHAA0,OK,,
0033j00003wOvYIAA0,OK,,
0033j00003wOvYJAA0,OK,,
0033j00003wOvYKAA0,Duplicate,Master: 0033j00003wOvYJAA0,Not Synced
0033j00003wOvYLAA0,Delete,No Activity 3+ Years,Not Synced
0033j00003wOvYMAA0,Delete,No Activity 3+ Years,Not Synced
0033j00003wOvYNAA0,Duplicate,Master: 0033j000049G9aWAAS,Not Synced
0033j00003wOvYOAA0,Duplicate,Master: 0033j00003wPN13AAG,Not Synced
