recording_url,call_id,call_date,user_name,duration,disposition,status
https://recordings.salesloft.com/c/101314/f43567b7-a6f3-4f86-baf6-fcbbe6060e64,334329081,2025-09-12,Unknown,3,No Answer,completed
https://recordings.salesloft.com/c/101314/1d82b3d6-f292-4b5f-a467-5d168f237b28,334328896,2025-09-12,Unknown,2,No Answer,completed
https://recordings.salesloft.com/c/101314/4fd6f0db-34c9-4ead-a859-74d14851706b,334328867,2025-09-12,Unknown,18,No Answer,completed
https://recordings.salesloft.com/c/101314/e5332047-29cd-4ae4-abf8-206b58d9c524,334305319,2025-09-11,Unknown,10,No Answer,completed
https://recordings.salesloft.com/c/101314/4d3a2ec1-521f-48bc-b275-518362e85365,334305249,2025-09-11,Unknown,74,No Answer,completed
https://recordings.salesloft.com/c/101314/8f8d6741-5f39-4f84-a581-c305db19bf70,334305058,2025-09-11,Unknown,58,No Answer,completed
https://recordings.salesloft.com/c/101314/fe565243-a390-405c-84b3-380a3b0baf8c,334304968,2025-09-11,Unknown,3,No Answer,completed
https://recordings.salesloft.com/c/101314/bc0fe805-4521-47b3-88db-29029c4e98d2,334304883,2025-09-11,Unknown,3,No Answer,completed
https://recordings.salesloft.com/c/101314/fd2fcc23-8c5f-4bb6-ba4f-9e90070f2718,334304770,2025-09-11,Unknown,6,No Answer,completed
https://recordings.salesloft.com/c/101314/c7153ad9-43d9-470a-a0b6-d0f6bfbfa996,334304650,2025-09-11,Unknown,6,No Answer,completed
https://recordings.salesloft.com/c/101314/75b48121-a50c-4748-8f46-b504222f06da,334304552,2025-09-11,Unknown,4,No Answer,completed
https://recordings.salesloft.com/c/101314/55e307d6-2e72-487e-9ede-7170b9e3105e,334304523,2025-09-11,Unknown,6,No Answer,completed
https://recordings.salesloft.com/c/101314/e08df559-8906-4f9d-bdde-68f56552a11c,334304258,2025-09-11,Unknown,2,No Answer,completed
https://recordings.salesloft.com/c/101314/96991249-62cd-4bfe-b46a-47c7f06fd067,334304159,2025-09-11,Unknown,17,Rejected,completed
https://recordings.salesloft.com/c/101314/b3be5cdd-64e8-4cb6-b8c4-8772a01b06e1,334304070,2025-09-11,Unknown,6,No Answer,completed
https://recordings.salesloft.com/c/101314/12650127-c755-48ac-ae78-5af4da493520,334303862,2025-09-11,Unknown,,No Answer,completed
https://recordings.salesloft.com/c/101314/4902c8f4-3347-473d-b0c6-4c1beda69c0e,334303862,2025-09-11,Unknown,,No Answer,completed
https://recordings.salesloft.com/c/101314/9f3425cb-2f33-4e0b-8871-65da08534607,334298997,2025-09-11,Unknown,144,No Answer,completed
https://recordings.salesloft.com/c/101314/757467f6-1d21-4bfe-9123-d700293832d7,334298997,2025-09-11,Unknown,144,No Answer,completed
https://recordings.salesloft.com/c/101314/47b084d2-2fd8-4376-a744-4b01b6a7c63a,334296985,2025-09-11,Unknown,4,No Answer,completed
https://recordings.salesloft.com/c/101314/c10be553-e2a8-4326-ae03-bb8015a256ef,334295284,2025-09-11,Unknown,57,No Answer,completed
https://recordings.salesloft.com/c/101314/72f592af-68da-42c2-b2f4-78ed90130332,334294289,2025-09-11,Unknown,2,No Answer,completed
https://recordings.salesloft.com/c/101314/1c84553b-d530-4878-9541-fde9fcb1522c,334293990,2025-09-11,Unknown,36,No Answer,completed
https://recordings.salesloft.com/c/101314/7212f654-8f8d-4251-8461-1fe24d4fa1b1,334293644,2025-09-11,Unknown,14,No Answer,completed
https://recordings.salesloft.com/c/101314/65dd1d8d-5b12-43b8-af2e-41f1b4650300,334293480,2025-09-11,Unknown,6,No Answer,completed
https://recordings.salesloft.com/c/101314/b2081b44-945e-497a-8afb-4cfcfbdaad79,334293356,2025-09-11,Unknown,4,Wrong Number,completed
https://recordings.salesloft.com/c/101314/a3a5c487-1216-4f23-9af2-314e561512b1,334292276,2025-09-11,Unknown,6,No Answer,completed
https://recordings.salesloft.com/c/101314/b1464d4c-1ddf-4915-b9d2-825e1180233e,334291975,2025-09-11,Unknown,26,No Answer,completed
https://recordings.salesloft.com/c/101314/4d63a0d4-e992-4f4e-af8d-c66396a4f621,334291832,2025-09-11,Unknown,4,No Answer,completed
https://recordings.salesloft.com/c/101314/ea1cc942-4ab8-4d73-8bd5-0ff18aace504,334291623,2025-09-11,Unknown,7,No Answer,completed
https://recordings.salesloft.com/c/101314/ff2bcc74-032d-4ca9-83b6-7ab793cc2450,334291318,2025-09-11,Unknown,3,No Answer,completed
https://recordings.salesloft.com/c/101314/b9da9f80-84a4-4afa-984a-7f3d02006c81,334291070,2025-09-11,Unknown,18,No Answer,completed
https://recordings.salesloft.com/c/101314/0c01445d-469b-4ba8-89d4-782197bcdefe,334290932,2025-09-11,Unknown,5,No Answer,completed
https://recordings.salesloft.com/c/101314/b0449be3-2493-42c2-b1ec-bdcf3276856b,334290631,2025-09-11,Unknown,2,No Answer,completed
https://recordings.salesloft.com/c/101314/31c2e317-75a3-4cf5-8295-a6d8754510e9,334290514,2025-09-11,Unknown,6,No Answer,completed
https://recordings.salesloft.com/c/101314/8bc445b6-9f63-409f-8b62-6bf72f74ffd6,334290279,2025-09-11,Unknown,5,No Answer,completed
https://recordings.salesloft.com/c/101314/9ee25dd7-c4a7-4857-aa23-2422dadd28fd,334290091,2025-09-11,Unknown,2,No Answer,completed
https://recordings.salesloft.com/c/101314/b15525df-83d1-463e-924f-6dfa647ea49a,334288185,2025-09-11,Unknown,43,No Answer,completed
https://recordings.salesloft.com/c/101314/a1b87a7d-c847-4711-9f67-83921f37b0c1,334287782,2025-09-11,Unknown,12,No Answer,completed
https://recordings.salesloft.com/c/101314/93536a4e-b530-4eb4-94d5-6e4e118c313b,334287893,2025-09-11,Unknown,6,No Answer,completed
https://recordings.salesloft.com/c/101314/cdd3cab2-4c88-494f-a82e-f5f7a4c51bc1,334287704,2025-09-11,Unknown,65,Connected,completed
https://recordings.salesloft.com/c/101314/98f71b77-3a7c-406e-9fce-4ba5dbfa01dc,334287632,2025-09-11,Unknown,3,No Answer,completed
https://recordings.salesloft.com/c/101314/2fba22e1-b740-432c-9a8a-dd73babf19b4,334287407,2025-09-11,Unknown,1,No Answer,completed
https://recordings.salesloft.com/c/101314/58b8c907-1b48-436a-a49f-07e7b625907d,334287285,2025-09-11,Unknown,5,No Answer,completed
https://recordings.salesloft.com/c/101314/60aa7690-21f0-4bb5-aedc-8fcf085ce09c,334287071,2025-09-11,Unknown,8,No Answer,completed
https://recordings.salesloft.com/c/101314/feb45b32-560f-4883-b41b-1431dc703978,334286839,2025-09-11,Unknown,29,No Answer,completed
https://recordings.salesloft.com/c/101314/3df32476-f1ff-4787-8297-fb29095be7fd,334286624,2025-09-11,Unknown,10,No Answer,completed
https://recordings.salesloft.com/c/101314/e55da607-fbb2-4706-bf39-b55ee75150e8,334286605,2025-09-11,Unknown,25,No Answer,completed
https://recordings.salesloft.com/c/101314/92f91f92-5935-4663-91fe-d92d5dd5feed,334286435,2025-09-11,Unknown,3,No Answer,completed
https://recordings.salesloft.com/c/101314/939ac3ad-2ed7-4130-ae8b-b683278b2284,334286394,2025-09-11,Unknown,3,No Answer,completed
https://recordings.salesloft.com/c/101314/3f5e3272-e569-4122-8fe3-c59ab1041d7b,334286372,2025-09-11,Unknown,1,No Answer,completed
https://recordings.salesloft.com/c/101314/339eaa0b-d8b3-44f1-a682-3daa5421f934,334286307,2025-09-11,Unknown,21,No Answer,completed
https://recordings.salesloft.com/c/101314/e1bdf597-b87e-486d-8cec-88fbe186fb17,334286141,2025-09-11,Unknown,9,No Answer,completed
https://recordings.salesloft.com/c/101314/99763fc4-e0bd-4a4d-88fc-249878ea9911,334285909,2025-09-11,Unknown,16,No Answer,completed
https://recordings.salesloft.com/c/101314/1c40fc8f-1fa2-430d-8cde-c4e8cf5b15df,334285590,2025-09-11,Unknown,6,No Answer,completed
https://recordings.salesloft.com/c/101314/c397da07-358f-4952-abbc-eea0f65f2e98,334285332,2025-09-11,Unknown,21,No Answer,completed
https://recordings.salesloft.com/c/101314/d7b25077-7e78-4fb8-89b2-4ae5c0a1e9f5,334284965,2025-09-11,Unknown,3,No Answer,completed
https://recordings.salesloft.com/c/101314/26404cb9-3638-4590-b893-4fd9e08987f7,334284251,2025-09-11,Unknown,6,No Answer,completed
https://recordings.salesloft.com/c/101314/5ab0e472-d4a4-44f5-8764-1f9198077698,334284168,2025-09-11,Unknown,10,No Answer,completed
https://recordings.salesloft.com/c/101314/01b2790a-d6e1-41ae-bd27-8aff0d42bae3,334283901,2025-09-11,Unknown,11,No Answer,completed
https://recordings.salesloft.com/c/101314/4ad8fded-061f-43e5-ad38-9f0ec0444b59,334283882,2025-09-11,Unknown,2,No Answer,completed
https://recordings.salesloft.com/c/101314/1207b4c9-00a5-4c9e-934c-ce976f21b4ae,334283546,2025-09-11,Unknown,2,No Answer,completed
https://recordings.salesloft.com/c/101314/44e7caeb-0c93-433b-b3f2-b28ebb9289ee,334283390,2025-09-11,Unknown,11,No Answer,completed
https://recordings.salesloft.com/c/101314/967ed213-9908-4de9-9c85-a265f239ef31,334283262,2025-09-11,Unknown,7,No Answer,completed
https://recordings.salesloft.com/c/101314/5cf34452-3254-4d4c-84ab-e0e1d95613a0,334283070,2025-09-11,Unknown,1,No Answer,completed
https://recordings.salesloft.com/c/101314/4689ad1e-e3dd-4181-9205-982548658961,334282831,2025-09-11,Unknown,2,No Answer,completed
https://recordings.salesloft.com/c/101314/6c4559a9-2c47-435b-9d66-41e5a3227234,334282566,2025-09-11,Unknown,33,No Answer,completed
https://recordings.salesloft.com/c/101314/3871ab8d-0ef7-44a6-9673-d7e4b46101be,334282117,2025-09-11,Unknown,6,No Answer,completed
https://recordings.salesloft.com/c/101314/51cd6f1f-f3fc-4f8c-a518-487f3cee483f,334281934,2025-09-11,Unknown,27,No Answer,completed
https://recordings.salesloft.com/c/101314/2c69bbcd-2539-4a6f-9af7-ee911da7b025,334280970,2025-09-11,Unknown,6,No Answer,completed
