Id,Clean_Status__c,Delete_Reason__c,In_HubSpot_Not_Inclusion_List__c,Sync_Status__c
0032A00002a2dXtQAI,Archive,Old Inactive Contact,false,Not Synced
0032A00002a2dXyQAI,Archive,Old Inactive Contact,false,Not Synced
0032A00002a2dY4QAI,Delete,No Activity 3+ Years,false,Not Synced
0032A00002a2dY9QAI,Archive,Old Inactive Contact,false,Not Synced
0032A00002a2dYNQAY,Archive,Old Inactive Contact,false,Not Synced
0032A00002a2dYTQAY,Archive,Old Inactive Contact,false,Not Synced
0032A00002a2dYXQAY,Archive,Old Inactive Contact,false,Not Synced
0032A00002a2dYmQAI,Archive,Old Inactive Contact,false,Not Synced
0032A00002a2dZ1QAI,Delete,No Activity 3+ Years,false,Not Synced
0032A00002a2dZ8QAI,Archive,Old Inactive Contact,false,Not Synced
0032A00002a2dZFQAY,OK,,false,Not Synced
0032A00002a2dZLQAY,Archive,Old Inactive Contact,false,Not Synced
0032A00002a2dZSQAY,Delete,No Activity 3+ Years,false,Not Synced
0032A00002a2dZdQAI,OK,,false,Not Synced
0032A00002a2dZgQAI,Delete,No Activity 3+ Years,false,Not Synced
0032A00002a2dZlQAI,Delete,No Activity 3+ Years,false,Not Synced
0032A00002a2dZtQAI,Archive,Old Inactive Contact,false,Not Synced
0032A00002a2dZxQAI,Delete,No Activity 3+ Years,false,Not Synced
0032A00002a2dZzQAI,Delete,No Activity 3+ Years,false,Not Synced
0032A00002a2da3QAA,Archive,Old Inactive Contact,false,Not Synced
0032A00002a2daHQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002a2daWQAQ,Archive,Old Inactive Contact,false,Not Synced
0032A00002a2daXQAQ,Archive,Old Inactive Contact,false,Not Synced
0032A00002a2dahQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002a2dakQAA,OK,,false,Not Synced
0032A00002a2dasQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002a2db9QAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002a2dbcQAA,OK,,false,Not Synced
0032A00002a2dbuQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002a2dbwQAA,Archive,Old Inactive Contact,false,Not Synced
0032A00002a2dcHQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002a2dccQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002a2dcgQAA,Archive,Old Inactive Contact,false,Not Synced
0032A00002a2dckQAA,Archive,Old Inactive Contact,false,Not Synced
0032A00002a2dcqQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002a2dcuQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002a2dczQAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002a2dd1QAA,Archive,Old Inactive Contact,false,Not Synced
0032A00002a2dd5QAA,Delete,No Activity 3+ Years,false,Not Synced
0032A00002a2ddCQAQ,Archive,Old Inactive Contact,false,Not Synced
0032A00002a2ddFQAQ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002a2ddJQAQ,Archive,Old Inactive Contact,false,Not Synced
0032A00002a2ddkQAA,Archive,Old Inactive Contact,false,Not Synced
0032A00002a2dl6QAA,Archive,Old Inactive Contact,false,Not Synced
