Id,Clean_Status__c,Delete_Reason__c,In_HubSpot_Not_Inclusion_List__c,Sync_Status__c
0032A00002aOI5NQAW,Delete,No Activity 3+ Years,false,Not Synced
0032A00002aOI5OQAW,Delete,No Activity 3+ Years,false,Not Synced
0032A00002aOI5QQAW,Delete,No Activity 3+ Years,false,Not Synced
0032A00002aOI5RQAW,Delete,No Activity 3+ Years,false,Not Synced
0032A00002aOI5SQAW,Delete,No Activity 3+ Years,false,Not Synced
0032A00002aOI5TQAW,Delete,No Activity 3+ Years,false,Not Synced
0032A00002aOI5UQAW,Delete,No Activity 3+ Years,false,Not Synced
0032A00002aOI5WQAW,Delete,No Activity 3+ Years,false,Not Synced
0032A00002aOI5XQAW,Archive,Old Inactive Contact,false,Not Synced
0032A00002aOI5YQAW,Delete,No Activity 3+ Years,false,Not Synced
0032A00002aOI5ZQAW,Delete,No Activity 3+ Years,false,Not Synced
0032A00002aOI5aQAG,Delete,No Activity 3+ Years,false,Not Synced
0032A00002aOI5bQAG,Delete,No Activity 3+ Years,false,Not Synced
0032A00002aOI5cQAG,Delete,No Activity 3+ Years,false,Not Synced
0032A00002aOI5dQAG,Delete,No Activity 3+ Years,false,Not Synced
0032A00002aOI5eQAG,Delete,No Activity 3+ Years,false,Not Synced
0032A00002aOI5fQAG,Delete,No Activity 3+ Years,false,Not Synced
0032A00002aOI5gQAG,Delete,No Activity 3+ Years,false,Not Synced
0032A00002aOI5hQAG,Delete,No Activity 3+ Years,false,Not Synced
0032A00002aOI5iQAG,Delete,No Activity 3+ Years,false,Not Synced
0032A00002aOI5jQAG,Delete,No Activity 3+ Years,false,Not Synced
0032A00002aOI5kQAG,Delete,No Activity 3+ Years,false,Not Synced
0032A00002aOI9oQAG,Archive,Old Inactive Contact,false,Not Synced
0032A00002aOI9pQAG,Archive,Old Inactive Contact,false,Not Synced
0032A00002aOI9qQAG,Archive,Old Inactive Contact,false,Not Synced
0032A00002aOI9rQAG,Archive,Old Inactive Contact,false,Not Synced
0032A00002aOIAmQAO,Archive,Old Inactive Contact,false,Not Synced
0032A00002aOIAnQAO,Archive,Old Inactive Contact,false,Not Synced
0032A00002aOIAoQAO,Archive,Old Inactive Contact,false,Not Synced
0032A00002aOIApQAO,Archive,Old Inactive Contact,false,Not Synced
