Id,Clean_Status__c,Delete_Reason__c,In_HubSpot_Not_Inclusion_List__c,Sync_Status__c
0032A00002S5jBCQAZ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SF01dQAD,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SF1lIQAT,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SF20IQAT,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SF3SSQA1,Delete,No Email or Phone,false,Not Synced
0032A00002SF3ljQAD,Archive,Old Inactive Contact,false,Not Synced
0032A00002SF3riQAD,Archive,Old Inactive Contact,false,Not Synced
0032A00002SF3rwQAD,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SF3vFQAT,Archive,Old Inactive Contact,false,Not Synced
0032A00002SF4gGQAT,Archive,Old Inactive Contact,false,Not Synced
0032A00002SF5Z1QAL,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SF5cAQAT,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SF73WQAT,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SF7HdQAL,Archive,Old Inactive Contact,false,Not Synced
0032A00002SF81WQAT,Delete,No Email or Phone,false,Not Synced
0032A00002SFDkbQAH,OK,,false,Not Synced
0032A00002SFDmXQAX,Duplicate,Master: 0032A00002TbodAQAR,false,Not Synced
0032A00002SFECaQAP,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SFEEbQAP,OK,,false,Not Synced
0032A00002SFGcwQAH,OK,,false,Not Synced
0032A00002SFGiuQAH,Archive,Old Inactive Contact,false,Not Synced
0032A00002SFHteQAH,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SFdjkQAD,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SFeNBQA1,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SFs5QQAT,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SFsC2QAL,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SFvbUQAT,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SGHMBQA5,Archive,Old Inactive Contact,false,Not Synced
0032A00002SGHsHQAX,Archive,Old Inactive Contact,false,Not Synced
0032A00002SGHzwQAH,OK,,false,Not Synced
0032A00002SGJnOQAX,Archive,Old Inactive Contact,false,Not Synced
0032A00002SGJu5QAH,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SGKWiQAP,Archive,Old Inactive Contact,false,Not Synced
0032A00002SGLgyQAH,OK,,false,Not Synced
0032A00002SGLpWQAX,OK,,false,Not Synced
0032A00002SGLuRQAX,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SGNk5QAH,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SGRZQQA5,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SGS0DQAX,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SGSF2QAP,Archive,Old Inactive Contact,false,Not Synced
0032A00002SGSUbQAP,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SGTZ8QAP,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SGVLIQA5,OK,,false,Not Synced
0032A00002SGVr9QAH,Archive,Old Inactive Contact,false,Not Synced
0032A00002SGXeNQAX,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SGZdaQAH,OK,,false,Not Synced
0032A00002SGaK6QAL,Duplicate,Master: 0032A00002SGZdaQAH,false,Not Synced
0032A00002SGbC2QAL,OK,,false,Not Synced
0032A00002SGbJrQAL,OK,,false,Not Synced
0032A00002SGfBIQA1,OK,,false,Not Synced
0032A00002SGvG2QAL,Archive,Old Inactive Contact,false,Not Synced
0032A00002SGyYTQA1,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SGzagQAD,Archive,Old Inactive Contact,false,Not Synced
0032A00002SH3rGQAT,Archive,Old Inactive Contact,false,Not Synced
0032A00002SH5k2QAD,OK,,false,Not Synced
0032A00002SH7kJQAT,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SH7vdQAD,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SHAEqQAP,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SHAZyQAP,Delete,No Activity 3+ Years,false,Not Synced
0032A00002SHAeEQAX,Archive,Old Inactive Contact,false,Not Synced
