Id,Clean_Status__c,Delete_Reason__c,In_HubSpot_Not_Inclusion_List__c,Sync_Status__c
0032A00002ZJq9YQAT,Archive,Old Inactive Contact,false,Not Synced
0032A00002ZJqbJQAT,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZJt7tQAD,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZJwDaQAL,Archive,Old Inactive Contact,false,Not Synced
0032A00002ZJzJbQAL,Archive,Old Inactive Contact,false,Not Synced
0032A00002ZK3JuQAL,OK,,false,Not Synced
0032A00002ZK43sQAD,Archive,Old Inactive Contact,false,Not Synced
0032A00002ZK8RaQAL,Duplicate,Master: 0032A00002ZkSG7QAN,false,Not Synced
0032A00002ZK9xrQAD,OK,,false,Not Synced
0032A00002ZKA9uQAH,Archive,Old Inactive Contact,false,Not Synced
0032A00002ZKSrUQAX,Archive,Old Inactive Contact,false,Not Synced
0032A00002ZKTrDQAX,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZKWs2QAH,Archive,Old Inactive Contact,false,Not Synced
0032A00002ZKXOyQAP,OK,,false,Not Synced
0032A00002ZKas6QAD,OK,,false,Not Synced
0032A00002ZKaw3QAD,OK,,false,Not Synced
0032A00002ZKflSQAT,Archive,Old Inactive Contact,false,Not Synced
0032A00002ZKgoyQAD,Archive,Old Inactive Contact,false,Not Synced
0032A00002ZKgwrQAD,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZKiSyQAL,Archive,Old Inactive Contact,false,Not Synced
0032A00002ZKj28QAD,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZKk4yQAD,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZKkMiQAL,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZL82EQAT,Archive,Old Inactive Contact,false,Not Synced
0032A00002ZL8WQQA1,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZLA6tQAH,Archive,Old Inactive Contact,false,Not Synced
0032A00002ZLB4fQAH,OK,,false,Not Synced
0032A00002ZXtnCQAT,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZXuUBQA1,Archive,Old Inactive Contact,false,Not Synced
0032A00002ZXyBNQA1,Delete,No Email or Phone,false,Not Synced
0032A00002ZXzrAQAT,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZY1EZQA1,OK,,false,Not Synced
0032A00002ZY2XSQA1,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZY2jTQAT,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZYPlwQAH,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZYRUqQAP,Archive,Old Inactive Contact,false,Not Synced
0032A00002ZYSw2QAH,Archive,Old Inactive Contact,false,Not Synced
0032A00002ZYTO6QAP,OK,,false,Not Synced
0032A00002ZYTQHQA5,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZYTjKQAX,Archive,Old Inactive Contact,false,Not Synced
0032A00002ZYTxuQAH,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZYZ6UQAX,Archive,Old Inactive Contact,false,Not Synced
0032A00002ZYalYQAT,Archive,Old Inactive Contact,false,Not Synced
0032A00002ZYb7yQAD,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZYdBOQA1,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZYiN3QAL,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZZooLQAT,Archive,Old Inactive Contact,false,Not Synced
0032A00002ZZor0QAD,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZZptMQAT,OK,,false,Not Synced
0032A00002ZZqdKQAT,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZZqxFQAT,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZZyiPQAT,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZZylIQAT,Delete,No Activity 3+ Years,false,Not Synced
0032A00002Za1uIQAR,Delete,No Activity 3+ Years,false,Not Synced
0032A00002Za2OrQAJ,OK,,false,Not Synced
0032A00002Za3D1QAJ,Archive,Old Inactive Contact,false,Not Synced
0032A00002Za4CYQAZ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002Za50iQAB,Archive,Old Inactive Contact,false,Not Synced
0032A00002Za5BlQAJ,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZabYBQAZ,OK,,false,Not Synced
0032A00002ZasfqQAB,Delete,No Activity 3+ Years,false,Not Synced
0032A00002ZasppQAB,Archive,Old Inactive Contact,false,Not Synced
